Year,City,Scenario,WarmSpell3,WarmSpell3_min,WarmSpell3_min_model,WarmSpell3_max,WarmSpell3_max_model
1990,Riverside-San Bernardino,historical,1.5,1.0909090909090908,CNRM-ESM2-1,1.7727272727272727,EC-Earth3
1991,Riverside-San Bernardino,historical,1.4848484848484846,1.2727272727272727,EC-Earth3,1.8636363636363635,ACCESS-CM2
1992,Riverside-San Bernardino,historical,1.6666666666666667,1.2727272727272727,CNRM-ESM2-1,2.090909090909091,EC-Earth3
1993,Riverside-San Bernardino,historical,1.6363636363636365,1.2727272727272727,EC-Earth3,1.8636363636363635,CNRM-ESM2-1
1994,Riverside-San Bernardino,historical,1.8484848484848484,1.318181818181818,ACCESS-CM2,2.1818181818181817,CNRM-ESM2-1
1995,Riverside-San Bernardino,historical,1.5151515151515154,1.3636363636363635,EC-Earth3,1.681818181818182,CNRM-ESM2-1
1996,Riverside-San Bernardino,historical,1.6363636363636365,1.2272727272727273,CNRM-ESM2-1,2.363636363636364,EC-Earth3
1997,Riverside-San Bernardino,historical,1.6666666666666667,1.5909090909090908,EC-Earth3,1.7727272727272727,ACCESS-CM2
1998,Riverside-San Bernardino,historical,1.803030303030303,1.5,EC-Earth3,2.3181818181818183,CNRM-ESM2-1
1999,Riverside-San Bernardino,historical,1.409090909090909,1.2727272727272727,ACCESS-CM2,1.5,CNRM-ESM2-1
2000,Riverside-San Bernardino,historical,1.8030303030303028,1.4545454545454546,ACCESS-CM2,2.136363636363636,EC-Earth3
2001,Riverside-San Bernardino,historical,1.6363636363636365,1.2272727272727273,ACCESS-CM2,2.090909090909091,EC-Earth3
2002,Riverside-San Bernardino,historical,1.3787878787878787,1.2272727272727273,ACCESS-CM2,1.5909090909090908,EC-Earth3
2003,Riverside-San Bernardino,historical,1.1818181818181817,1.0454545454545454,CNRM-ESM2-1,1.2727272727272727,EC-Earth3
2004,Riverside-San Bernardino,historical,1.2878787878787878,1.0909090909090908,CNRM-ESM2-1,1.5,ACCESS-CM2
2005,Riverside-San Bernardino,historical,1.303030303030303,1.2727272727272727,ACCESS-CM2,1.318181818181818,CNRM-ESM2-1
2006,Riverside-San Bernardino,historical,1.6666666666666667,1.5,ACCESS-CM2,1.8636363636363635,EC-Earth3
2007,Riverside-San Bernardino,historical,1.3333333333333333,1.2272727272727273,EC-Earth3,1.4545454545454546,CNRM-ESM2-1
2008,Riverside-San Bernardino,historical,1.590909090909091,1.5454545454545454,EC-Earth3,1.6363636363636365,ACCESS-CM2
2009,Riverside-San Bernardino,historical,1.5454545454545452,1.3636363636363635,ACCESS-CM2,1.7727272727272727,EC-Earth3
2010,Riverside-San Bernardino,historical,1.409090909090909,1.3636363636363635,CNRM-ESM2-1,1.4545454545454546,EC-Earth3
2011,Riverside-San Bernardino,historical,1.515151515151515,1.1363636363636365,ACCESS-CM2,2.0454545454545454,CNRM-ESM2-1
2012,Riverside-San Bernardino,historical,1.5606060606060603,1.2272727272727273,CNRM-ESM2-1,2.136363636363636,EC-Earth3
2013,Riverside-San Bernardino,historical,1.7575757575757578,1.2272727272727273,ACCESS-CM2,2.3181818181818183,CNRM-ESM2-1
2014,Riverside-San Bernardino,historical,1.1666666666666667,1.1363636363636365,ACCESS-CM2,1.2272727272727273,CNRM-ESM2-1
1951,Sacramento,historical,1.0617283950617284,1.0,CNRM-ESM2-1,1.1851851851851851,ACCESS-CM2
1952,Sacramento,historical,1.3703703703703705,1.0,ACCESS-CM2,1.851851851851852,EC-Earth3
1953,Sacramento,historical,1.271604938271605,1.0,ACCESS-CM2,1.7037037037037035,EC-Earth3
1954,Sacramento,historical,1.2098765432098766,1.0,CNRM-ESM2-1,1.3703703703703705,EC-Earth3
1955,Sacramento,historical,1.8641975308641976,1.0,ACCESS-CM2,2.6296296296296298,EC-Earth3
1956,Sacramento,historical,1.08641975308642,1.0,CNRM-ESM2-1,1.2592592592592593,ACCESS-CM2
1957,Sacramento,historical,1.3950617283950617,1.0,CNRM-ESM2-1,1.6296296296296295,EC-Earth3
1958,Sacramento,historical,1.345679012345679,1.0,EC-Earth3,2.0,CNRM-ESM2-1
1959,Sacramento,historical,1.111111111111111,1.0,CNRM-ESM2-1,1.3333333333333333,ACCESS-CM2
1960,Sacramento,historical,1.0493827160493827,1.0,CNRM-ESM2-1,1.148148148148148,ACCESS-CM2
1961,Sacramento,historical,1.506172839506173,1.0,ACCESS-CM2,2.111111111111111,EC-Earth3
1962,Sacramento,historical,1.037037037037037,1.0,ACCESS-CM2,1.1111111111111112,EC-Earth3
1963,Sacramento,historical,1.3209876543209875,1.0740740740740742,CNRM-ESM2-1,1.5185185185185186,ACCESS-CM2
1964,Sacramento,historical,1.7901234567901234,1.0,CNRM-ESM2-1,2.592592592592593,ACCESS-CM2
1965,Sacramento,historical,1.111111111111111,1.0,CNRM-ESM2-1,1.3333333333333333,ACCESS-CM2
1966,Sacramento,historical,1.0987654320987654,1.0,ACCESS-CM2,1.1851851851851851,EC-Earth3
1967,Sacramento,historical,1.4197530864197532,1.0,CNRM-ESM2-1,1.962962962962963,ACCESS-CM2
1968,Sacramento,historical,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
1969,Sacramento,historical,1.382716049382716,1.0,ACCESS-CM2,1.7777777777777777,CNRM-ESM2-1
1970,Sacramento,historical,1.4197530864197532,1.0740740740740742,ACCESS-CM2,2.111111111111111,EC-Earth3
1971,Sacramento,historical,1.2469135802469136,1.0,CNRM-ESM2-1,1.5555555555555556,ACCESS-CM2
1972,Sacramento,historical,1.3580246913580247,1.0,ACCESS-CM2,2.0,EC-Earth3
1973,Sacramento,historical,1.4814814814814816,1.0,ACCESS-CM2,2.2962962962962963,EC-Earth3
1974,Sacramento,historical,1.1358024691358024,1.0,ACCESS-CM2,1.4074074074074074,EC-Earth3
1975,Sacramento,historical,2.54320987654321,1.0740740740740742,CNRM-ESM2-1,4.592592592592593,ACCESS-CM2
1976,Sacramento,historical,1.1481481481481481,1.0740740740740742,ACCESS-CM2,1.2222222222222223,CNRM-ESM2-1
1977,Sacramento,historical,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
1978,Sacramento,historical,1.728395061728395,1.0,ACCESS-CM2,2.2222222222222223,EC-Earth3
1979,Sacramento,historical,1.3209876543209875,1.0,ACCESS-CM2,1.962962962962963,EC-Earth3
1980,Sacramento,historical,1.2345679012345678,1.0740740740740742,EC-Earth3,1.4814814814814814,ACCESS-CM2
1981,Sacramento,historical,1.0493827160493827,1.0,ACCESS-CM2,1.148148148148148,EC-Earth3
1982,Sacramento,historical,1.3703703703703702,1.0,ACCESS-CM2,2.111111111111111,EC-Earth3
1983,Sacramento,historical,1.2469135802469136,1.0,ACCESS-CM2,1.7407407407407407,EC-Earth3
1984,Sacramento,historical,1.1851851851851851,1.0,CNRM-ESM2-1,1.5185185185185186,ACCESS-CM2
1985,Sacramento,historical,1.4567901234567902,1.0,CNRM-ESM2-1,2.037037037037037,ACCESS-CM2
1986,Sacramento,historical,1.3580246913580247,1.0,ACCESS-CM2,1.962962962962963,EC-Earth3
1987,Sacramento,historical,1.5802469135802468,1.0,ACCESS-CM2,2.740740740740741,CNRM-ESM2-1
1988,Sacramento,historical,1.0740740740740742,1.0740740740740742,ACCESS-CM2,1.0740740740740742,ACCESS-CM2
1989,Sacramento,historical,1.3333333333333333,1.0,ACCESS-CM2,1.6296296296296295,CNRM-ESM2-1
1990,Sacramento,historical,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
1991,Sacramento,historical,1.0123456790123457,1.0,ACCESS-CM2,1.037037037037037,CNRM-ESM2-1
1992,Sacramento,historical,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
1993,Sacramento,historical,1.4197530864197532,1.0,CNRM-ESM2-1,2.2222222222222223,ACCESS-CM2
1994,Sacramento,historical,1.3333333333333333,1.0,ACCESS-CM2,1.962962962962963,CNRM-ESM2-1
1995,Sacramento,historical,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
1996,Sacramento,historical,1.1728395061728396,1.0,ACCESS-CM2,1.5185185185185186,EC-Earth3
1997,Sacramento,historical,1.0740740740740742,1.0,ACCESS-CM2,1.2222222222222223,EC-Earth3
1998,Sacramento,historical,1.3950617283950617,1.0,ACCESS-CM2,2.037037037037037,CNRM-ESM2-1
1999,Sacramento,historical,1.4320987654320987,1.0,ACCESS-CM2,2.2962962962962963,CNRM-ESM2-1
2000,Sacramento,historical,1.7407407407407407,1.0,ACCESS-CM2,2.3703703703703702,EC-Earth3
2001,Sacramento,historical,1.1728395061728396,1.0,ACCESS-CM2,1.4444444444444444,EC-Earth3
2002,Sacramento,historical,1.1604938271604939,1.0,CNRM-ESM2-1,1.4074074074074074,EC-Earth3
2003,Sacramento,historical,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2004,Sacramento,historical,1.0740740740740742,1.0,ACCESS-CM2,1.2222222222222223,EC-Earth3
2005,Sacramento,historical,1.765432098765432,1.0,ACCESS-CM2,2.4074074074074074,EC-Earth3
2006,Sacramento,historical,1.1358024691358024,1.0,CNRM-ESM2-1,1.2962962962962965,EC-Earth3
2007,Sacramento,historical,1.1851851851851851,1.0,CNRM-ESM2-1,1.4814814814814814,ACCESS-CM2
2008,Sacramento,historical,1.1358024691358024,1.0,ACCESS-CM2,1.2962962962962965,EC-Earth3
2009,Sacramento,historical,1.4197530864197532,1.0,CNRM-ESM2-1,2.185185185185185,EC-Earth3
2010,Sacramento,historical,1.2345679012345678,1.0,CNRM-ESM2-1,1.5925925925925926,EC-Earth3
2011,Sacramento,historical,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2012,Sacramento,historical,1.5432098765432098,1.0,CNRM-ESM2-1,2.555555555555556,EC-Earth3
2013,Sacramento,historical,1.5925925925925928,1.0,ACCESS-CM2,2.1481481481481484,EC-Earth3
2014,Sacramento,historical,1.0370370370370372,1.0,ACCESS-CM2,1.0740740740740742,CNRM-ESM2-1
1951,San Antonio,historical,1.5333333333333332,1.0,CNRM-ESM2-1,1.96,ACCESS-CM2
1952,San Antonio,historical,2.506666666666667,2.12,CNRM-ESM2-1,3.2,ACCESS-CM2
1953,San Antonio,historical,2.1999999999999997,1.56,EC-Earth3,3.0,CNRM-ESM2-1
1954,San Antonio,historical,1.7466666666666668,1.0,EC-Earth3,3.12,CNRM-ESM2-1
1955,San Antonio,historical,1.5999999999999999,1.0,ACCESS-CM2,2.36,CNRM-ESM2-1
1956,San Antonio,historical,1.5733333333333335,1.0,CNRM-ESM2-1,2.72,ACCESS-CM2
1957,San Antonio,historical,1.3333333333333333,1.0,ACCESS-CM2,2.0,EC-Earth3
1958,San Antonio,historical,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
1959,San Antonio,historical,1.4933333333333332,1.0,CNRM-ESM2-1,1.76,EC-Earth3
1960,San Antonio,historical,1.6133333333333333,1.12,EC-Earth3,2.2,CNRM-ESM2-1
1961,San Antonio,historical,1.4266666666666667,1.0,ACCESS-CM2,2.04,CNRM-ESM2-1
1962,San Antonio,historical,1.3866666666666667,1.0,ACCESS-CM2,1.92,CNRM-ESM2-1
1963,San Antonio,historical,1.6133333333333333,1.04,CNRM-ESM2-1,2.48,EC-Earth3
1964,San Antonio,historical,1.4800000000000002,1.0,ACCESS-CM2,2.2,CNRM-ESM2-1
1965,San Antonio,historical,1.5866666666666667,1.0,EC-Earth3,1.96,CNRM-ESM2-1
1966,San Antonio,historical,1.6133333333333333,1.0,ACCESS-CM2,2.4,EC-Earth3
1967,San Antonio,historical,1.3733333333333333,1.0,ACCESS-CM2,2.12,CNRM-ESM2-1
1968,San Antonio,historical,2.5333333333333337,1.36,ACCESS-CM2,4.24,CNRM-ESM2-1
1969,San Antonio,historical,1.68,1.44,ACCESS-CM2,2.0,CNRM-ESM2-1
1970,San Antonio,historical,1.6133333333333333,1.0,EC-Earth3,2.12,CNRM-ESM2-1
1971,San Antonio,historical,1.5599999999999998,1.0,CNRM-ESM2-1,2.56,EC-Earth3
1972,San Antonio,historical,1.4266666666666665,1.0,ACCESS-CM2,2.28,CNRM-ESM2-1
1973,San Antonio,historical,2.2399999999999998,1.96,CNRM-ESM2-1,2.76,EC-Earth3
1974,San Antonio,historical,1.2,1.0,CNRM-ESM2-1,1.48,ACCESS-CM2
1975,San Antonio,historical,2.6533333333333333,1.64,EC-Earth3,4.12,ACCESS-CM2
1976,San Antonio,historical,1.4933333333333334,1.0,ACCESS-CM2,2.12,EC-Earth3
1977,San Antonio,historical,1.36,1.0,ACCESS-CM2,2.08,EC-Earth3
1978,San Antonio,historical,1.7333333333333332,1.0,CNRM-ESM2-1,2.36,EC-Earth3
1979,San Antonio,historical,1.1333333333333333,1.0,CNRM-ESM2-1,1.4,ACCESS-CM2
1980,San Antonio,historical,1.3333333333333333,1.0,ACCESS-CM2,2.0,CNRM-ESM2-1
1981,San Antonio,historical,1.6666666666666667,1.0,CNRM-ESM2-1,3.0,ACCESS-CM2
1982,San Antonio,historical,2.2533333333333334,2.12,CNRM-ESM2-1,2.48,EC-Earth3
1983,San Antonio,historical,1.6933333333333334,1.0,CNRM-ESM2-1,2.4,ACCESS-CM2
1984,San Antonio,historical,1.7333333333333332,1.0,ACCESS-CM2,2.28,CNRM-ESM2-1
1985,San Antonio,historical,1.36,1.2,EC-Earth3,1.56,CNRM-ESM2-1
1986,San Antonio,historical,1.8800000000000001,1.48,CNRM-ESM2-1,2.52,EC-Earth3
1987,San Antonio,historical,1.8666666666666665,1.0,ACCESS-CM2,2.68,EC-Earth3
1988,San Antonio,historical,1.12,1.0,ACCESS-CM2,1.36,CNRM-ESM2-1
1989,San Antonio,historical,2.066666666666667,1.28,EC-Earth3,2.92,CNRM-ESM2-1
1990,San Antonio,historical,2.0133333333333336,1.28,CNRM-ESM2-1,2.6,EC-Earth3
1991,San Antonio,historical,1.9466666666666665,1.56,ACCESS-CM2,2.28,CNRM-ESM2-1
1992,San Antonio,historical,1.9866666666666666,1.0,ACCESS-CM2,3.96,EC-Earth3
1993,San Antonio,historical,1.5066666666666666,1.0,CNRM-ESM2-1,2.28,ACCESS-CM2
1994,San Antonio,historical,1.4133333333333333,1.0,EC-Earth3,2.0,CNRM-ESM2-1
1995,San Antonio,historical,1.4266666666666667,1.0,ACCESS-CM2,2.0,CNRM-ESM2-1
1996,San Antonio,historical,2.6666666666666665,1.44,CNRM-ESM2-1,4.52,ACCESS-CM2
1997,San Antonio,historical,1.5733333333333333,1.0,ACCESS-CM2,2.0,EC-Earth3
1998,San Antonio,historical,1.5333333333333332,1.0,EC-Earth3,2.08,CNRM-ESM2-1
1999,San Antonio,historical,2.0933333333333333,1.24,ACCESS-CM2,2.8,CNRM-ESM2-1
2000,San Antonio,historical,1.6933333333333334,1.0,ACCESS-CM2,2.84,EC-Earth3
2001,San Antonio,historical,1.8133333333333335,1.04,EC-Earth3,2.36,ACCESS-CM2
2002,San Antonio,historical,1.5466666666666669,1.0,ACCESS-CM2,2.64,EC-Earth3
2003,San Antonio,historical,1.2933333333333332,1.0,EC-Earth3,1.64,ACCESS-CM2
2004,San Antonio,historical,1.3333333333333333,1.0,ACCESS-CM2,2.0,EC-Earth3
2005,San Antonio,historical,1.1866666666666668,1.0,ACCESS-CM2,1.56,EC-Earth3
2006,San Antonio,historical,2.0933333333333333,1.0,EC-Earth3,2.8,CNRM-ESM2-1
2007,San Antonio,historical,1.5866666666666667,1.0,ACCESS-CM2,2.76,EC-Earth3
2008,San Antonio,historical,1.0666666666666667,1.0,ACCESS-CM2,1.2,EC-Earth3
2009,San Antonio,historical,1.2133333333333334,1.0,ACCESS-CM2,1.52,CNRM-ESM2-1
2010,San Antonio,historical,1.0666666666666667,1.0,ACCESS-CM2,1.2,CNRM-ESM2-1
2011,San Antonio,historical,1.3333333333333333,1.0,ACCESS-CM2,2.0,CNRM-ESM2-1
2012,San Antonio,historical,1.9466666666666665,1.44,CNRM-ESM2-1,2.4,EC-Earth3
2013,San Antonio,historical,2.08,1.0,ACCESS-CM2,3.24,EC-Earth3
2014,San Antonio,historical,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
1951,San Diego,historical,0.7777777777777777,0.6666666666666666,ACCESS-CM2,1.0,EC-Earth3
1952,San Diego,historical,0.888888888888889,0.6666666666666666,ACCESS-CM2,1.2,EC-Earth3
1953,San Diego,historical,0.6666666666666666,0.6666666666666666,ACCESS-CM2,0.6666666666666666,ACCESS-CM2
1954,San Diego,historical,0.7999999999999999,0.6666666666666666,ACCESS-CM2,0.9333333333333332,EC-Earth3
1955,San Diego,historical,0.8222222222222223,0.6666666666666666,ACCESS-CM2,1.1333333333333333,EC-Earth3
1956,San Diego,historical,0.7111111111111111,0.6666666666666666,ACCESS-CM2,0.8,EC-Earth3
1957,San Diego,historical,0.6666666666666666,0.6666666666666666,ACCESS-CM2,0.6666666666666666,ACCESS-CM2
1958,San Diego,historical,0.6666666666666666,0.6666666666666666,ACCESS-CM2,0.6666666666666666,ACCESS-CM2
1959,San Diego,historical,0.6666666666666666,0.6666666666666666,ACCESS-CM2,0.6666666666666666,ACCESS-CM2
1960,San Diego,historical,0.7111111111111111,0.6666666666666666,CNRM-ESM2-1,0.8,ACCESS-CM2
1961,San Diego,historical,0.7777777777777777,0.6666666666666666,ACCESS-CM2,1.0,EC-Earth3
1962,San Diego,historical,0.6666666666666666,0.6666666666666666,ACCESS-CM2,0.6666666666666666,ACCESS-CM2
1963,San Diego,historical,0.8444444444444446,0.6666666666666666,ACCESS-CM2,1.0666666666666669,EC-Earth3
1964,San Diego,historical,0.7555555555555555,0.6666666666666666,ACCESS-CM2,0.9333333333333332,EC-Earth3
1965,San Diego,historical,0.6888888888888888,0.6666666666666666,CNRM-ESM2-1,0.7333333333333333,ACCESS-CM2
1966,San Diego,historical,0.6888888888888888,0.6666666666666666,ACCESS-CM2,0.7333333333333333,EC-Earth3
1967,San Diego,historical,0.6666666666666666,0.6666666666666666,ACCESS-CM2,0.6666666666666666,ACCESS-CM2
1968,San Diego,historical,0.7111111111111111,0.6666666666666666,ACCESS-CM2,0.8,EC-Earth3
1969,San Diego,historical,0.9333333333333332,0.6666666666666666,ACCESS-CM2,1.2666666666666666,EC-Earth3
1970,San Diego,historical,0.7777777777777777,0.6666666666666666,ACCESS-CM2,1.0,EC-Earth3
1971,San Diego,historical,0.7999999999999999,0.6666666666666666,CNRM-ESM2-1,0.9333333333333332,EC-Earth3
1972,San Diego,historical,0.7333333333333333,0.6666666666666666,ACCESS-CM2,0.8666666666666667,CNRM-ESM2-1
1973,San Diego,historical,0.7777777777777778,0.6666666666666666,ACCESS-CM2,0.8666666666666667,EC-Earth3
1974,San Diego,historical,0.7333333333333334,0.6666666666666666,ACCESS-CM2,0.8666666666666667,EC-Earth3
1975,San Diego,historical,0.8666666666666667,0.6666666666666666,CNRM-ESM2-1,1.2,ACCESS-CM2
1976,San Diego,historical,0.6666666666666666,0.6666666666666666,ACCESS-CM2,0.6666666666666666,ACCESS-CM2
1977,San Diego,historical,0.6666666666666666,0.6666666666666666,ACCESS-CM2,0.6666666666666666,ACCESS-CM2
1978,San Diego,historical,0.7999999999999999,0.6666666666666666,ACCESS-CM2,0.9333333333333332,EC-Earth3
1979,San Diego,historical,0.6666666666666666,0.6666666666666666,ACCESS-CM2,0.6666666666666666,ACCESS-CM2
1980,San Diego,historical,0.7555555555555555,0.6666666666666666,ACCESS-CM2,0.9333333333333332,CNRM-ESM2-1
1981,San Diego,historical,0.6666666666666666,0.6666666666666666,ACCESS-CM2,0.6666666666666666,ACCESS-CM2
1982,San Diego,historical,0.7777777777777777,0.6666666666666666,ACCESS-CM2,1.0,EC-Earth3
1983,San Diego,historical,0.7111111111111111,0.6666666666666666,ACCESS-CM2,0.8,EC-Earth3
1984,San Diego,historical,0.6666666666666666,0.6666666666666666,ACCESS-CM2,0.6666666666666666,ACCESS-CM2
1985,San Diego,historical,0.6888888888888888,0.6666666666666666,ACCESS-CM2,0.7333333333333333,EC-Earth3
1986,San Diego,historical,0.7999999999999999,0.6666666666666666,ACCESS-CM2,0.9333333333333332,EC-Earth3
1987,San Diego,historical,0.7111111111111111,0.6666666666666666,ACCESS-CM2,0.8,CNRM-ESM2-1
1988,San Diego,historical,0.7555555555555555,0.6666666666666666,ACCESS-CM2,0.9333333333333332,EC-Earth3
1989,San Diego,historical,0.7111111111111111,0.6666666666666666,ACCESS-CM2,0.8,CNRM-ESM2-1
1990,San Diego,historical,0.6666666666666666,0.6666666666666666,ACCESS-CM2,0.6666666666666666,ACCESS-CM2
1991,San Diego,historical,0.6666666666666666,0.6666666666666666,ACCESS-CM2,0.6666666666666666,ACCESS-CM2
1992,San Diego,historical,0.7111111111111111,0.6666666666666666,ACCESS-CM2,0.8,EC-Earth3
1993,San Diego,historical,0.7111111111111111,0.6666666666666666,CNRM-ESM2-1,0.8,ACCESS-CM2
1994,San Diego,historical,0.7999999999999999,0.6666666666666666,ACCESS-CM2,0.9333333333333332,CNRM-ESM2-1
1995,San Diego,historical,0.6666666666666666,0.6666666666666666,ACCESS-CM2,0.6666666666666666,ACCESS-CM2
1996,San Diego,historical,0.7111111111111111,0.6666666666666666,ACCESS-CM2,0.8,EC-Earth3
1997,San Diego,historical,0.6666666666666666,0.6666666666666666,ACCESS-CM2,0.6666666666666666,ACCESS-CM2
1998,San Diego,historical,0.7555555555555555,0.6666666666666666,ACCESS-CM2,0.9333333333333332,CNRM-ESM2-1
1999,San Diego,historical,0.6666666666666666,0.6666666666666666,ACCESS-CM2,0.6666666666666666,ACCESS-CM2
2000,San Diego,historical,0.8444444444444444,0.6666666666666666,ACCESS-CM2,0.9333333333333332,CNRM-ESM2-1
2001,San Diego,historical,0.7999999999999999,0.6666666666666666,ACCESS-CM2,0.9333333333333332,EC-Earth3
2002,San Diego,historical,0.7777777777777777,0.6666666666666666,ACCESS-CM2,1.0,EC-Earth3
2003,San Diego,historical,0.6666666666666666,0.6666666666666666,ACCESS-CM2,0.6666666666666666,ACCESS-CM2
2004,San Diego,historical,0.6666666666666666,0.6666666666666666,ACCESS-CM2,0.6666666666666666,ACCESS-CM2
2005,San Diego,historical,0.6666666666666666,0.6666666666666666,ACCESS-CM2,0.6666666666666666,ACCESS-CM2
2006,San Diego,historical,0.6666666666666666,0.6666666666666666,ACCESS-CM2,0.6666666666666666,ACCESS-CM2
2007,San Diego,historical,0.6666666666666666,0.6666666666666666,ACCESS-CM2,0.6666666666666666,ACCESS-CM2
2008,San Diego,historical,0.7111111111111111,0.6666666666666666,ACCESS-CM2,0.8,CNRM-ESM2-1
2009,San Diego,historical,0.7111111111111111,0.6666666666666666,ACCESS-CM2,0.8,EC-Earth3
2010,San Diego,historical,0.6666666666666666,0.6666666666666666,ACCESS-CM2,0.6666666666666666,ACCESS-CM2
2011,San Diego,historical,0.7111111111111111,0.6666666666666666,ACCESS-CM2,0.8,CNRM-ESM2-1
2012,San Diego,historical,0.7777777777777777,0.6666666666666666,ACCESS-CM2,1.0,EC-Earth3
2013,San Diego,historical,0.8444444444444444,0.6666666666666666,ACCESS-CM2,0.9333333333333332,CNRM-ESM2-1
2014,San Diego,historical,0.6666666666666666,0.6666666666666666,ACCESS-CM2,0.6666666666666666,ACCESS-CM2
1951,San Francisco,historical,0.8333333333333334,0.8214285714285714,ACCESS-CM2,0.8571428571428571,EC-Earth3
1952,San Francisco,historical,0.8571428571428571,0.8214285714285714,ACCESS-CM2,0.9285714285714286,EC-Earth3
1953,San Francisco,historical,0.8452380952380952,0.8214285714285714,ACCESS-CM2,0.8571428571428571,CNRM-ESM2-1
1954,San Francisco,historical,0.8452380952380952,0.8214285714285714,CNRM-ESM2-1,0.8571428571428571,ACCESS-CM2
1955,San Francisco,historical,1.0476190476190477,0.8214285714285714,ACCESS-CM2,1.3928571428571428,EC-Earth3
1956,San Francisco,historical,0.8214285714285715,0.8214285714285714,ACCESS-CM2,0.8214285714285714,ACCESS-CM2
1957,San Francisco,historical,0.8214285714285715,0.8214285714285714,ACCESS-CM2,0.8214285714285714,ACCESS-CM2
1958,San Francisco,historical,1.0,0.8214285714285714,ACCESS-CM2,1.3571428571428572,CNRM-ESM2-1
1959,San Francisco,historical,0.8333333333333334,0.8214285714285714,CNRM-ESM2-1,0.8571428571428571,ACCESS-CM2
1960,San Francisco,historical,0.8214285714285715,0.8214285714285714,ACCESS-CM2,0.8214285714285714,ACCESS-CM2
1961,San Francisco,historical,0.8690476190476191,0.8214285714285714,ACCESS-CM2,0.8928571428571429,CNRM-ESM2-1
1962,San Francisco,historical,0.8214285714285715,0.8214285714285714,ACCESS-CM2,0.8214285714285714,ACCESS-CM2
1963,San Francisco,historical,0.8333333333333334,0.8214285714285714,ACCESS-CM2,0.8571428571428571,EC-Earth3
