Year,City,Scenario,WarmSpell3,WarmSpell3_min,WarmSpell3_min_model,WarmSpell3_max,WarmSpell3_max_model
2025,Dallas-Fort Worth,ssp585,2.035714285714286,1.0,EC-Earth3,3.107142857142857,CNRM-ESM2-1
2026,Dallas-Fort Worth,ssp585,2.8333333333333335,1.3928571428571428,CNRM-ESM2-1,4.107142857142857,EC-Earth3
2027,Dallas-Fort Worth,ssp585,2.702380952380952,1.3571428571428572,EC-Earth3,3.9642857142857135,ACCESS-CM2
2028,Dallas-Fort Worth,ssp585,2.4761904761904763,1.8214285714285716,EC-Earth3,3.0,CNRM-ESM2-1
2029,Dallas-Fort Worth,ssp585,1.5595238095238095,1.0,CNRM-ESM2-1,2.2142857142857144,ACCESS-CM2
2030,Dallas-Fort Worth,ssp585,2.4166666666666665,2.0,CNRM-ESM2-1,3.25,ACCESS-CM2
2031,Dallas-Fort Worth,ssp585,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2032,Dallas-Fort Worth,ssp585,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2033,Dallas-Fort Worth,ssp585,1.8809523809523807,1.0,EC-Earth3,3.0357142857142856,ACCESS-CM2
2034,Dallas-Fort Worth,ssp585,3.0119047619047614,2.0,CNRM-ESM2-1,5.035714285714286,ACCESS-CM2
2035,Dallas-Fort Worth,ssp585,2.428571428571429,1.0,EC-Earth3,3.2142857142857144,ACCESS-CM2
2036,Dallas-Fort Worth,ssp585,1.4404761904761905,1.0,EC-Earth3,2.2857142857142856,CNRM-ESM2-1
2037,Dallas-Fort Worth,ssp585,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2038,Dallas-Fort Worth,ssp585,1.5833333333333333,1.0,ACCESS-CM2,2.642857142857143,CNRM-ESM2-1
2039,Dallas-Fort Worth,ssp585,1.3809523809523807,1.0,CNRM-ESM2-1,2.142857142857143,ACCESS-CM2
2040,Dallas-Fort Worth,ssp585,1.4285714285714286,1.0357142857142858,EC-Earth3,2.0,ACCESS-CM2
2041,Dallas-Fort Worth,ssp585,2.0238095238095237,1.0,EC-Earth3,3.5357142857142856,ACCESS-CM2
2042,Dallas-Fort Worth,ssp585,1.8690476190476193,1.0,EC-Earth3,2.357142857142857,ACCESS-CM2
2043,Dallas-Fort Worth,ssp585,1.6904761904761905,1.0357142857142858,EC-Earth3,2.0357142857142856,CNRM-ESM2-1
2044,Dallas-Fort Worth,ssp585,1.7261904761904763,1.0,CNRM-ESM2-1,3.1785714285714284,ACCESS-CM2
2045,Dallas-Fort Worth,ssp585,2.630952380952381,1.2857142857142858,EC-Earth3,3.571428571428572,ACCESS-CM2
2046,Dallas-Fort Worth,ssp585,1.8333333333333333,1.0,EC-Earth3,2.5,ACCESS-CM2
2047,Dallas-Fort Worth,ssp585,1.6666666666666667,1.0,CNRM-ESM2-1,2.75,ACCESS-CM2
2048,Dallas-Fort Worth,ssp585,1.7976190476190477,1.1071428571428572,ACCESS-CM2,3.0,CNRM-ESM2-1
2049,Dallas-Fort Worth,ssp585,2.7738095238095237,1.75,EC-Earth3,4.035714285714286,ACCESS-CM2
2050,Dallas-Fort Worth,ssp585,1.7738095238095237,1.5714285714285714,CNRM-ESM2-1,2.0,EC-Earth3
2051,Dallas-Fort Worth,ssp585,2.7380952380952386,2.0,CNRM-ESM2-1,3.2142857142857144,ACCESS-CM2
2052,Dallas-Fort Worth,ssp585,2.238095238095238,2.0,CNRM-ESM2-1,2.7142857142857144,ACCESS-CM2
2053,Dallas-Fort Worth,ssp585,2.1547619047619047,1.9642857142857144,EC-Earth3,2.5,ACCESS-CM2
2054,Dallas-Fort Worth,ssp585,2.0476190476190474,1.8571428571428568,EC-Earth3,2.2857142857142856,ACCESS-CM2
2055,Dallas-Fort Worth,ssp585,1.3333333333333333,1.0,CNRM-ESM2-1,2.0,ACCESS-CM2
2056,Dallas-Fort Worth,ssp585,1.6904761904761907,1.0,CNRM-ESM2-1,3.071428571428572,ACCESS-CM2
2057,Dallas-Fort Worth,ssp585,2.392857142857143,1.0,ACCESS-CM2,4.285714285714286,CNRM-ESM2-1
2058,Dallas-Fort Worth,ssp585,2.2380952380952377,1.0,EC-Earth3,3.7142857142857135,CNRM-ESM2-1
2059,Dallas-Fort Worth,ssp585,2.119047619047619,1.0,EC-Earth3,4.0,ACCESS-CM2
2060,Dallas-Fort Worth,ssp585,1.3214285714285714,1.0,EC-Earth3,1.8571428571428568,ACCESS-CM2
2061,Dallas-Fort Worth,ssp585,1.6666666666666667,1.0,ACCESS-CM2,3.0,CNRM-ESM2-1
2062,Dallas-Fort Worth,ssp585,1.607142857142857,1.0,CNRM-ESM2-1,2.75,ACCESS-CM2
2063,Dallas-Fort Worth,ssp585,2.6666666666666665,1.0,EC-Earth3,4.0,CNRM-ESM2-1
2064,Dallas-Fort Worth,ssp585,1.0357142857142856,1.0,ACCESS-CM2,1.0714285714285714,CNRM-ESM2-1
2065,Dallas-Fort Worth,ssp585,1.3333333333333333,1.0,CNRM-ESM2-1,2.0,ACCESS-CM2
2066,Dallas-Fort Worth,ssp585,1.3333333333333333,1.0,CNRM-ESM2-1,2.0,ACCESS-CM2
2067,Dallas-Fort Worth,ssp585,1.3809523809523807,1.0,CNRM-ESM2-1,2.142857142857143,ACCESS-CM2
2068,Dallas-Fort Worth,ssp585,1.107142857142857,1.0,CNRM-ESM2-1,1.3214285714285714,ACCESS-CM2
2069,Dallas-Fort Worth,ssp585,1.4047619047619049,1.0,EC-Earth3,2.0,ACCESS-CM2
2070,Dallas-Fort Worth,ssp585,1.6666666666666667,1.0,CNRM-ESM2-1,3.0,ACCESS-CM2
2071,Dallas-Fort Worth,ssp585,2.8095238095238098,2.142857142857143,EC-Earth3,3.2857142857142856,CNRM-ESM2-1
2072,Dallas-Fort Worth,ssp585,1.3095238095238095,1.0,CNRM-ESM2-1,1.9285714285714288,ACCESS-CM2
2073,Dallas-Fort Worth,ssp585,2.047619047619048,1.1071428571428572,CNRM-ESM2-1,3.0,ACCESS-CM2
2074,Dallas-Fort Worth,ssp585,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2075,Dallas-Fort Worth,ssp585,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2076,Dallas-Fort Worth,ssp585,1.4523809523809526,1.0,CNRM-ESM2-1,2.357142857142857,ACCESS-CM2
2077,Dallas-Fort Worth,ssp585,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2078,Dallas-Fort Worth,ssp585,1.3333333333333333,1.0,ACCESS-CM2,2.0,EC-Earth3
2079,Dallas-Fort Worth,ssp585,1.5357142857142858,1.0,CNRM-ESM2-1,2.607142857142857,ACCESS-CM2
2080,Dallas-Fort Worth,ssp585,1.130952380952381,1.0,CNRM-ESM2-1,1.3928571428571428,ACCESS-CM2
2081,Dallas-Fort Worth,ssp585,1.8095238095238095,1.0,CNRM-ESM2-1,2.9285714285714284,ACCESS-CM2
2082,Dallas-Fort Worth,ssp585,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2083,Dallas-Fort Worth,ssp585,1.607142857142857,1.0,EC-Earth3,2.0,ACCESS-CM2
2084,Dallas-Fort Worth,ssp585,1.2023809523809523,1.0,EC-Earth3,1.5714285714285714,ACCESS-CM2
2085,Dallas-Fort Worth,ssp585,1.6547619047619049,1.0,CNRM-ESM2-1,2.9642857142857144,ACCESS-CM2
2086,Dallas-Fort Worth,ssp585,1.119047619047619,1.0,CNRM-ESM2-1,1.3571428571428572,ACCESS-CM2
2087,Dallas-Fort Worth,ssp585,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2088,Dallas-Fort Worth,ssp585,1.392857142857143,1.0,CNRM-ESM2-1,2.1785714285714284,ACCESS-CM2
2089,Dallas-Fort Worth,ssp585,1.0119047619047619,1.0,CNRM-ESM2-1,1.0357142857142858,ACCESS-CM2
2090,Dallas-Fort Worth,ssp585,1.4880952380952381,1.0,CNRM-ESM2-1,2.4642857142857144,ACCESS-CM2
2091,Dallas-Fort Worth,ssp585,1.3333333333333333,1.0,CNRM-ESM2-1,2.0,ACCESS-CM2
2092,Dallas-Fort Worth,ssp585,1.7261904761904763,1.0,CNRM-ESM2-1,3.1785714285714284,ACCESS-CM2
2093,Dallas-Fort Worth,ssp585,1.5,1.0,CNRM-ESM2-1,2.5,ACCESS-CM2
2094,Dallas-Fort Worth,ssp585,1.0357142857142858,1.0,CNRM-ESM2-1,1.1071428571428572,ACCESS-CM2
2095,Dallas-Fort Worth,ssp585,1.3333333333333333,1.0,CNRM-ESM2-1,2.0,ACCESS-CM2
2096,Dallas-Fort Worth,ssp585,1.5476190476190474,1.0,CNRM-ESM2-1,2.642857142857143,ACCESS-CM2
2097,Dallas-Fort Worth,ssp585,1.3333333333333333,1.0,ACCESS-CM2,2.0,CNRM-ESM2-1
2098,Dallas-Fort Worth,ssp585,1.0,1.0,ACCESS-CM2,1.0,ACCESS-CM2
2099,Dallas-Fort Worth,ssp585,1.1785714285714286,1.0,CNRM-ESM2-1,1.5357142857142858,ACCESS-CM2
2016,Denver,ssp585,4.4523809523809526,4.214285714285714,EC-Earth3,4.642857142857143,CNRM-ESM2-1
2017,Denver,ssp585,4.523809523809523,2.9285714285714284,CNRM-ESM2-1,6.035714285714286,ACCESS-CM2
2018,Denver,ssp585,4.785714285714286,4.035714285714286,EC-Earth3,5.928571428571429,CNRM-ESM2-1
2019,Denver,ssp585,5.357142857142857,4.321428571428571,CNRM-ESM2-1,5.928571428571429,EC-Earth3
2020,Denver,ssp585,4.4523809523809526,3.392857142857143,EC-Earth3,5.321428571428571,CNRM-ESM2-1
2021,Denver,ssp585,4.023809523809525,3.571428571428572,ACCESS-CM2,4.642857142857143,CNRM-ESM2-1
2022,Denver,ssp585,4.488095238095238,3.321428571428572,CNRM-ESM2-1,5.571428571428571,ACCESS-CM2
2023,Denver,ssp585,4.523809523809524,3.5,CNRM-ESM2-1,6.178571428571429,ACCESS-CM2
2024,Denver,ssp585,5.535714285714286,5.071428571428571,ACCESS-CM2,5.964285714285714,EC-Earth3
2025,Denver,ssp585,4.309523809523809,3.821428571428572,ACCESS-CM2,4.75,EC-Earth3
2026,Denver,ssp585,3.630952380952381,3.0357142857142856,EC-Earth3,3.9642857142857135,CNRM-ESM2-1
2027,Denver,ssp585,4.8690476190476195,3.5357142857142856,EC-Earth3,5.678571428571429,ACCESS-CM2
2028,Denver,ssp585,5.5,4.285714285714286,EC-Earth3,6.25,CNRM-ESM2-1
2029,Denver,ssp585,4.8809523809523805,4.25,ACCESS-CM2,5.535714285714286,CNRM-ESM2-1
2030,Denver,ssp585,3.6666666666666665,3.392857142857143,ACCESS-CM2,4.071428571428571,EC-Earth3
2031,Denver,ssp585,4.8809523809523805,3.2142857142857144,EC-Earth3,5.821428571428571,ACCESS-CM2
2032,Denver,ssp585,5.5476190476190474,5.392857142857143,EC-Earth3,5.821428571428571,ACCESS-CM2
2033,Denver,ssp585,4.75,4.428571428571429,ACCESS-CM2,5.178571428571429,CNRM-ESM2-1
2034,Denver,ssp585,5.095238095238096,4.178571428571429,EC-Earth3,5.607142857142857,ACCESS-CM2
2035,Denver,ssp585,4.583333333333333,4.25,CNRM-ESM2-1,4.75,ACCESS-CM2
2036,Denver,ssp585,5.083333333333333,3.928571428571429,EC-Earth3,6.107142857142857,ACCESS-CM2
2037,Denver,ssp585,4.797619047619048,3.1785714285714284,EC-Earth3,5.821428571428571,ACCESS-CM2
2038,Denver,ssp585,5.2023809523809526,4.357142857142857,EC-Earth3,6.285714285714286,CNRM-ESM2-1
2039,Denver,ssp585,4.607142857142858,4.107142857142857,EC-Earth3,5.0,ACCESS-CM2
2040,Denver,ssp585,4.345238095238096,3.607142857142857,EC-Earth3,4.928571428571429,CNRM-ESM2-1
2041,Denver,ssp585,5.821428571428572,5.571428571428571,ACCESS-CM2,6.321428571428571,CNRM-ESM2-1
2042,Denver,ssp585,3.9880952380952386,3.678571428571429,ACCESS-CM2,4.214285714285714,CNRM-ESM2-1
2043,Denver,ssp585,4.559523809523809,4.285714285714286,CNRM-ESM2-1,4.714285714285714,ACCESS-CM2
2044,Denver,ssp585,5.0476190476190474,4.535714285714286,EC-Earth3,5.678571428571429,ACCESS-CM2
2045,Denver,ssp585,4.416666666666667,3.357142857142857,CNRM-ESM2-1,5.285714285714286,ACCESS-CM2
2046,Denver,ssp585,4.440476190476191,4.357142857142857,EC-Earth3,4.535714285714286,CNRM-ESM2-1
2047,Denver,ssp585,4.845238095238095,4.357142857142857,EC-Earth3,5.392857142857143,ACCESS-CM2
2048,Denver,ssp585,4.273809523809525,3.2857142857142856,EC-Earth3,4.892857142857143,ACCESS-CM2
2049,Denver,ssp585,5.2976190476190474,4.464285714285714,EC-Earth3,6.25,CNRM-ESM2-1
2050,Denver,ssp585,5.214285714285714,5.071428571428571,EC-Earth3,5.464285714285714,ACCESS-CM2
2051,Denver,ssp585,4.071428571428571,3.892857142857143,CNRM-ESM2-1,4.321428571428571,ACCESS-CM2
2052,Denver,ssp585,3.8095238095238098,2.607142857142857,EC-Earth3,4.714285714285714,ACCESS-CM2
2053,Denver,ssp585,4.404761904761905,3.678571428571429,CNRM-ESM2-1,5.107142857142857,EC-Earth3
2054,Denver,ssp585,4.595238095238095,4.321428571428571,EC-Earth3,4.857142857142857,CNRM-ESM2-1
2055,Denver,ssp585,4.7023809523809526,4.321428571428571,ACCESS-CM2,5.392857142857143,EC-Earth3
2056,Denver,ssp585,4.547619047619048,4.321428571428571,CNRM-ESM2-1,4.892857142857143,ACCESS-CM2
2057,Denver,ssp585,4.69047619047619,3.7142857142857135,CNRM-ESM2-1,6.214285714285714,ACCESS-CM2
2058,Denver,ssp585,4.809523809523809,4.428571428571429,CNRM-ESM2-1,5.071428571428571,EC-Earth3
2059,Denver,ssp585,3.9404761904761902,2.9285714285714284,EC-Earth3,4.785714285714286,ACCESS-CM2
2060,Denver,ssp585,4.7976190476190474,4.0,CNRM-ESM2-1,5.571428571428571,EC-Earth3
2061,Denver,ssp585,3.9761904761904763,3.678571428571429,EC-Earth3,4.392857142857143,CNRM-ESM2-1
2062,Denver,ssp585,3.904761904761905,2.9285714285714284,ACCESS-CM2,4.928571428571429,CNRM-ESM2-1
2063,Denver,ssp585,4.154761904761905,3.7857142857142856,ACCESS-CM2,4.392857142857143,CNRM-ESM2-1
2064,Denver,ssp585,3.75,2.5,CNRM-ESM2-1,4.642857142857143,EC-Earth3
2065,Denver,ssp585,4.571428571428572,4.0,EC-Earth3,5.035714285714286,ACCESS-CM2
2066,Denver,ssp585,4.773809523809525,4.25,CNRM-ESM2-1,5.178571428571429,ACCESS-CM2
2067,Denver,ssp585,4.642857142857143,3.928571428571429,EC-Earth3,5.428571428571429,ACCESS-CM2
2068,Denver,ssp585,3.6785714285714284,2.642857142857143,EC-Earth3,4.821428571428571,ACCESS-CM2
2069,Denver,ssp585,4.285714285714286,2.892857142857143,EC-Earth3,5.535714285714286,CNRM-ESM2-1
2070,Denver,ssp585,4.357142857142858,3.571428571428572,CNRM-ESM2-1,5.142857142857143,ACCESS-CM2
2071,Denver,ssp585,4.261904761904762,3.857142857142857,EC-Earth3,4.571428571428571,ACCESS-CM2
2072,Denver,ssp585,3.8452380952380953,2.857142857142857,EC-Earth3,5.035714285714286,ACCESS-CM2
2073,Denver,ssp585,4.619047619047619,3.9642857142857135,ACCESS-CM2,5.321428571428571,EC-Earth3
2074,Denver,ssp585,4.035714285714286,2.4642857142857144,CNRM-ESM2-1,5.642857142857143,EC-Earth3
2075,Denver,ssp585,4.0476190476190474,2.892857142857143,CNRM-ESM2-1,5.142857142857143,EC-Earth3
2076,Denver,ssp585,5.273809523809525,4.535714285714286,ACCESS-CM2,6.107142857142857,EC-Earth3
2077,Denver,ssp585,3.4404761904761902,2.892857142857143,CNRM-ESM2-1,4.321428571428571,ACCESS-CM2
2078,Denver,ssp585,4.523809523809523,4.214285714285714,ACCESS-CM2,4.821428571428571,CNRM-ESM2-1
2079,Denver,ssp585,4.690476190476191,4.464285714285714,EC-Earth3,5.0,CNRM-ESM2-1
2080,Denver,ssp585,5.142857142857143,3.857142857142857,CNRM-ESM2-1,6.821428571428571,EC-Earth3
2081,Denver,ssp585,3.880952380952381,2.357142857142857,EC-Earth3,5.071428571428571,CNRM-ESM2-1
2082,Denver,ssp585,3.6666666666666665,3.107142857142857,EC-Earth3,4.142857142857143,CNRM-ESM2-1
2083,Denver,ssp585,2.9166666666666665,2.7142857142857144,ACCESS-CM2,3.0357142857142856,EC-Earth3
2084,Denver,ssp585,4.607142857142858,4.142857142857143,CNRM-ESM2-1,4.892857142857143,ACCESS-CM2
2085,Denver,ssp585,3.619047619047619,3.0,CNRM-ESM2-1,4.428571428571429,ACCESS-CM2
2086,Denver,ssp585,3.6666666666666665,3.0357142857142856,EC-Earth3,4.857142857142857,CNRM-ESM2-1
2087,Denver,ssp585,3.6785714285714284,3.107142857142857,ACCESS-CM2,4.571428571428571,EC-Earth3
2088,Denver,ssp585,4.940476190476191,4.25,CNRM-ESM2-1,5.892857142857143,EC-Earth3
2089,Denver,ssp585,4.464285714285714,3.75,CNRM-ESM2-1,4.821428571428571,ACCESS-CM2
2090,Denver,ssp585,4.690476190476191,4.285714285714286,CNRM-ESM2-1,4.928571428571429,EC-Earth3
2091,Denver,ssp585,4.0,3.321428571428572,EC-Earth3,5.0,CNRM-ESM2-1
2092,Denver,ssp585,4.476190476190477,3.607142857142857,EC-Earth3,5.678571428571429,ACCESS-CM2
2093,Denver,ssp585,3.4166666666666665,2.25,CNRM-ESM2-1,4.428571428571429,EC-Earth3
2094,Denver,ssp585,4.0476190476190474,3.107142857142857,CNRM-ESM2-1,4.928571428571429,ACCESS-CM2
2095,Denver,ssp585,3.869047619047619,3.1785714285714284,CNRM-ESM2-1,4.214285714285714,ACCESS-CM2
2096,Denver,ssp585,4.333333333333333,3.678571428571429,CNRM-ESM2-1,4.714285714285714,ACCESS-CM2
2097,Denver,ssp585,3.8928571428571423,3.0,CNRM-ESM2-1,4.571428571428571,EC-Earth3
2098,Denver,ssp585,3.214285714285714,2.1785714285714284,ACCESS-CM2,4.035714285714286,EC-Earth3
2099,Denver,ssp585,2.619047619047619,2.2142857142857144,EC-Earth3,2.857142857142857,ACCESS-CM2
2016,Detroit,ssp585,6.275862068965517,5.068965517241379,EC-Earth3,7.758620689655173,CNRM-ESM2-1
2017,Detroit,ssp585,4.080459770114943,2.0,EC-Earth3,6.689655172413793,ACCESS-CM2
2018,Detroit,ssp585,5.287356321839081,3.827586206896552,ACCESS-CM2,6.827586206896552,CNRM-ESM2-1
2019,Detroit,ssp585,5.448275862068965,5.137931034482759,EC-Earth3,5.655172413793103,ACCESS-CM2
2020,Detroit,ssp585,4.333333333333333,2.103448275862069,ACCESS-CM2,5.896551724137931,EC-Earth3
2021,Detroit,ssp585,4.528735632183908,2.1379310344827585,ACCESS-CM2,8.827586206896552,EC-Earth3
2022,Detroit,ssp585,4.620689655172414,2.2413793103448274,EC-Earth3,6.931034482758621,ACCESS-CM2
2023,Detroit,ssp585,4.2298850574712645,2.586206896551724,ACCESS-CM2,6.344827586206897,EC-Earth3
2024,Detroit,ssp585,5.137931034482759,4.0,CNRM-ESM2-1,6.310344827586207,EC-Earth3
2025,Detroit,ssp585,5.091954022988506,2.689655172413793,CNRM-ESM2-1,6.379310344827586,ACCESS-CM2
2026,Detroit,ssp585,5.03448275862069,4.0344827586206895,EC-Earth3,6.551724137931035,CNRM-ESM2-1
2027,Detroit,ssp585,5.873563218390804,4.689655172413793,ACCESS-CM2,8.03448275862069,EC-Earth3
2028,Detroit,ssp585,4.942528735632184,4.551724137931035,ACCESS-CM2,5.620689655172414,CNRM-ESM2-1
2029,Detroit,ssp585,4.528735632183908,3.827586206896552,EC-Earth3,5.724137931034483,CNRM-ESM2-1
2030,Detroit,ssp585,5.425287356321839,4.137931034482759,ACCESS-CM2,6.241379310344827,CNRM-ESM2-1
2031,Detroit,ssp585,5.574712643678161,4.896551724137931,CNRM-ESM2-1,6.172413793103448,ACCESS-CM2
2032,Detroit,ssp585,6.126436781609196,5.0,ACCESS-CM2,7.482758620689655,EC-Earth3
2033,Detroit,ssp585,5.839080459770115,4.413793103448276,CNRM-ESM2-1,7.103448275862069,EC-Earth3
2034,Detroit,ssp585,5.160919540229885,4.0,CNRM-ESM2-1,6.310344827586207,ACCESS-CM2
2035,Detroit,ssp585,5.528735632183909,3.5172413793103448,CNRM-ESM2-1,7.551724137931035,EC-Earth3
2036,Detroit,ssp585,5.850574712643678,4.068965517241379,CNRM-ESM2-1,8.448275862068966,ACCESS-CM2
2037,Detroit,ssp585,5.517241379310345,5.137931034482759,ACCESS-CM2,6.137931034482759,EC-Earth3
2038,Detroit,ssp585,5.482758620689655,4.896551724137931,CNRM-ESM2-1,6.482758620689655,EC-Earth3
2039,Detroit,ssp585,6.137931034482759,3.793103448275862,CNRM-ESM2-1,7.862068965517241,ACCESS-CM2
2040,Detroit,ssp585,5.241379310344828,5.103448275862069,ACCESS-CM2,5.344827586206897,CNRM-ESM2-1
2041,Detroit,ssp585,6.183908045977012,4.724137931034483,EC-Earth3,7.241379310344827,ACCESS-CM2
2042,Detroit,ssp585,5.494252873563219,3.931034482758621,CNRM-ESM2-1,6.862068965517241,EC-Earth3
2043,Detroit,ssp585,4.931034482758622,4.551724137931035,EC-Earth3,5.275862068965517,CNRM-ESM2-1
2044,Detroit,ssp585,5.862068965517241,4.793103448275862,ACCESS-CM2,6.620689655172414,CNRM-ESM2-1
2045,Detroit,ssp585,4.471264367816093,4.0344827586206895,ACCESS-CM2,5.172413793103448,CNRM-ESM2-1
2046,Detroit,ssp585,5.747126436781609,4.0,CNRM-ESM2-1,7.758620689655173,EC-Earth3
2047,Detroit,ssp585,5.413793103448275,4.068965517241379,CNRM-ESM2-1,7.137931034482759,EC-Earth3
2048,Detroit,ssp585,7.3678160919540225,6.0344827586206895,CNRM-ESM2-1,9.0,EC-Earth3
2049,Detroit,ssp585,3.540229885057471,2.206896551724138,CNRM-ESM2-1,5.896551724137931,EC-Earth3
2050,Detroit,ssp585,5.816091954022988,3.827586206896552,EC-Earth3,8.482758620689655,CNRM-ESM2-1
2051,Detroit,ssp585,5.03448275862069,2.206896551724138,EC-Earth3,8.10344827586207,CNRM-ESM2-1
2052,Detroit,ssp585,6.28735632183908,5.241379310344827,EC-Earth3,7.620689655172414,CNRM-ESM2-1
2053,Detroit,ssp585,5.275862068965517,4.344827586206897,EC-Earth3,6.310344827586207,ACCESS-CM2
2054,Detroit,ssp585,4.045977011494253,3.4827586206896552,CNRM-ESM2-1,4.689655172413793,ACCESS-CM2
2055,Detroit,ssp585,5.241379310344828,3.931034482758621,CNRM-ESM2-1,7.482758620689655,EC-Earth3
2056,Detroit,ssp585,5.827586206896552,5.0,CNRM-ESM2-1,7.448275862068965,ACCESS-CM2
2057,Detroit,ssp585,4.977011494252873,3.0,CNRM-ESM2-1,6.413793103448276,ACCESS-CM2
2058,Detroit,ssp585,6.06896551724138,4.758620689655173,CNRM-ESM2-1,7.482758620689655,EC-Earth3
2059,Detroit,ssp585,4.379310344827586,3.896551724137931,CNRM-ESM2-1,5.310344827586207,EC-Earth3
2060,Detroit,ssp585,3.5402298850574714,2.655172413793104,CNRM-ESM2-1,4.068965517241379,EC-Earth3
2061,Detroit,ssp585,6.011494252873564,4.931034482758621,ACCESS-CM2,6.551724137931035,CNRM-ESM2-1
2062,Detroit,ssp585,5.275862068965517,4.655172413793103,CNRM-ESM2-1,6.241379310344827,ACCESS-CM2
2063,Detroit,ssp585,5.379310344827587,4.517241379310345,CNRM-ESM2-1,7.0344827586206895,ACCESS-CM2
2064,Detroit,ssp585,6.551724137931035,6.275862068965517,ACCESS-CM2,7.068965517241379,EC-Earth3
2065,Detroit,ssp585,5.81609195402299,3.689655172413793,CNRM-ESM2-1,7.241379310344827,EC-Earth3
2066,Detroit,ssp585,5.597701149425287,4.0344827586206895,ACCESS-CM2,6.482758620689655,CNRM-ESM2-1
2067,Detroit,ssp585,4.471264367816092,4.0,ACCESS-CM2,5.172413793103448,EC-Earth3
2068,Detroit,ssp585,6.712643678160919,6.0,ACCESS-CM2,8.137931034482758,EC-Earth3
2069,Detroit,ssp585,6.609195402298851,5.0,CNRM-ESM2-1,8.137931034482758,ACCESS-CM2
2070,Detroit,ssp585,4.57471264367816,4.137931034482759,EC-Earth3,4.896551724137931,CNRM-ESM2-1
2071,Detroit,ssp585,5.517241379310344,4.724137931034483,CNRM-ESM2-1,6.586206896551724,ACCESS-CM2
2072,Detroit,ssp585,5.505747126436781,4.620689655172414,CNRM-ESM2-1,6.551724137931035,EC-Earth3
2073,Detroit,ssp585,4.988505747126437,3.5172413793103448,CNRM-ESM2-1,7.344827586206897,EC-Earth3
2074,Detroit,ssp585,5.114942528735631,4.068965517241379,EC-Earth3,6.793103448275862,ACCESS-CM2
2075,Detroit,ssp585,3.758620689655172,2.034482758620689,CNRM-ESM2-1,6.551724137931035,EC-Earth3
2076,Detroit,ssp585,4.35632183908046,4.241379310344827,EC-Earth3,4.482758620689655,ACCESS-CM2
2077,Detroit,ssp585,4.57471264367816,3.206896551724138,ACCESS-CM2,6.275862068965517,CNRM-ESM2-1
2078,Detroit,ssp585,4.252873563218391,2.5517241379310347,ACCESS-CM2,5.965517241379311,CNRM-ESM2-1
2079,Detroit,ssp585,5.448275862068965,4.586206896551724,EC-Earth3,6.689655172413793,ACCESS-CM2
2080,Detroit,ssp585,6.022988505747127,3.9655172413793114,CNRM-ESM2-1,7.896551724137931,ACCESS-CM2
2081,Detroit,ssp585,5.1034482758620685,2.2413793103448274,EC-Earth3,7.896551724137931,CNRM-ESM2-1
2082,Detroit,ssp585,5.022988505747127,3.1724137931034484,EC-Earth3,6.862068965517241,CNRM-ESM2-1
2083,Detroit,ssp585,5.827586206896552,4.310344827586207,EC-Earth3,7.0,CNRM-ESM2-1
2084,Detroit,ssp585,5.206896551724138,4.931034482758621,ACCESS-CM2,5.448275862068965,EC-Earth3
2085,Detroit,ssp585,4.597701149425288,3.689655172413793,CNRM-ESM2-1,5.103448275862069,EC-Earth3
2086,Detroit,ssp585,4.724137931034483,3.586206896551724,EC-Earth3,5.620689655172414,ACCESS-CM2
2087,Detroit,ssp585,4.275862068965517,2.4827586206896552,CNRM-ESM2-1,5.448275862068965,EC-Earth3
2088,Detroit,ssp585,4.827586206896552,3.827586206896552,EC-Earth3,6.793103448275862,ACCESS-CM2
2089,Detroit,ssp585,5.701149425287356,4.862068965517241,EC-Earth3,6.379310344827586,CNRM-ESM2-1
2090,Detroit,ssp585,3.563218390804598,2.896551724137931,CNRM-ESM2-1,4.793103448275862,EC-Earth3
2091,Detroit,ssp585,6.241379310344828,4.206896551724138,CNRM-ESM2-1,7.551724137931035,ACCESS-CM2
2092,Detroit,ssp585,4.091954022988506,2.586206896551724,EC-Earth3,5.137931034482759,ACCESS-CM2
2093,Detroit,ssp585,3.6436781609195403,2.1724137931034484,CNRM-ESM2-1,5.586206896551724,ACCESS-CM2
2094,Detroit,ssp585,3.6666666666666665,2.7586206896551726,CNRM-ESM2-1,4.241379310344827,EC-Earth3
2095,Detroit,ssp585,3.7931034482758617,2.4482758620689653,CNRM-ESM2-1,4.862068965517241,ACCESS-CM2
2096,Detroit,ssp585,4.103448275862069,2.586206896551724,EC-Earth3,5.0,CNRM-ESM2-1
2097,Detroit,ssp585,2.436781609195402,2.0,ACCESS-CM2,3.0,CNRM-ESM2-1
2098,Detroit,ssp585,5.195402298850575,3.9655172413793114,EC-Earth3,6.517241379310345,CNRM-ESM2-1
2099,Detroit,ssp585,4.839080459770115,3.1379310344827585,EC-Earth3,5.758620689655173,CNRM-ESM2-1
