Year,Ecoregion,Scenario,CDDMmean,CDDMmean_min,CDDMmean_min_model,CDDMmean_max,CDDMmean_max_model,CDDMmax,CDDMmax_min,CDDMmax_min_model,CDDMmax_max,CDDMmax_max_model
2056,3.4.3,ssp370,22.19994836012256,12.90285518251637,CNRM-ESM2-1,35.8250428243041,EC-Earth3,33.039021902205796,4.373661014951622,CNRM-ESM2-1,74.88079041967426,EC-Earth3
2057,3.4.3,ssp370,27.401178009901074,0.525431527416429,CNRM-ESM2-1,69.61978031442335,EC-Earth3,38.94229153669493,2.151599818954919,CNRM-ESM2-1,103.40980374151113,EC-Earth3
2058,3.4.3,ssp370,25.116079283597383,2.879242535987534,CNRM-ESM2-1,65.26443995425625,EC-Earth3,39.64310813391521,2.335608630171756,CNRM-ESM2-1,95.74712801343158,EC-Earth3
2059,3.4.3,ssp370,16.526790432892657,3.7122472911911646,CNRM-ESM2-1,38.81736509458157,ACCESS-CM2,32.80132392011003,3.266037823630378,CNRM-ESM2-1,68.82884631148325,ACCESS-CM2
2060,3.4.3,ssp370,41.431575866994955,35.43235570281071,EC-Earth3,51.49442050608487,ACCESS-CM2,54.86403610681858,40.03902576813503,CNRM-ESM2-1,80.49107005816894,EC-Earth3
2061,3.4.3,ssp370,32.44938281198334,10.546199996588427,CNRM-ESM2-1,58.304344650795066,EC-Earth3,30.700391023778096,2.097368941679247,CNRM-ESM2-1,57.83270691250331,EC-Earth3
2062,3.4.3,ssp370,41.51158580560824,5.663862784328628,CNRM-ESM2-1,69.06942754008203,EC-Earth3,43.24683783243336,6.427117831304674,CNRM-ESM2-1,74.9629197025478,EC-Earth3
2063,3.4.3,ssp370,23.168155924479425,14.41405977501859,ACCESS-CM2,37.75653917482276,EC-Earth3,33.22744216688199,3.418180091151851,CNRM-ESM2-1,80.95510307076675,EC-Earth3
2064,3.4.3,ssp370,39.64747538581049,32.07390894396588,CNRM-ESM2-1,49.244510701867,EC-Earth3,42.71770821517736,12.039279545889782,CNRM-ESM2-1,74.16251535294549,EC-Earth3
2065,3.4.3,ssp370,39.72732705118034,22.140134032538683,CNRM-ESM2-1,58.963766579187045,EC-Earth3,52.28774180334451,18.054543109208563,CNRM-ESM2-1,80.12770753503989,EC-Earth3
2066,3.4.3,ssp370,22.065509269516056,1.072898662587929,CNRM-ESM2-1,55.74634397752524,EC-Earth3,38.30649554742471,0.6456812919159938,CNRM-ESM2-1,76.20811332245756,EC-Earth3
2067,3.4.3,ssp370,34.01734849176358,2.936129262270014,CNRM-ESM2-1,80.96429856537524,EC-Earth3,39.68216583011981,2.8971492483482177,CNRM-ESM2-1,87.89174307323042,EC-Earth3
2068,3.4.3,ssp370,26.65417896231547,6.375202241264228,CNRM-ESM2-1,56.32469511776401,ACCESS-CM2,40.49196906946566,0.9542223700161966,CNRM-ESM2-1,82.03147185337805,ACCESS-CM2
2069,3.4.3,ssp370,60.96005526506354,1.5984392114213686,CNRM-ESM2-1,154.8082164065167,EC-Earth3,71.88735432795062,3.236530227799643,CNRM-ESM2-1,179.69357027306643,EC-Earth3
2070,3.4.3,ssp370,60.02077250495112,5.531881907717581,CNRM-ESM2-1,135.6076598954943,EC-Earth3,87.50267146041931,5.439893996001672,CNRM-ESM2-1,198.32229027168387,EC-Earth3
2071,3.4.3,ssp370,62.32986097387786,6.648793353792247,CNRM-ESM2-1,105.66197264960448,ACCESS-CM2,70.03008933508731,1.1199918715794148,CNRM-ESM2-1,123.51246379983908,EC-Earth3
2072,3.4.3,ssp370,27.56909159379398,10.60811350523036,CNRM-ESM2-1,43.64882621972866,EC-Earth3,31.274061240157877,3.7730044494740462,CNRM-ESM2-1,69.1838291728999,EC-Earth3
2073,3.4.3,ssp370,23.810291548288973,9.239645147583392,CNRM-ESM2-1,44.31820099929316,EC-Earth3,46.150002987141384,4.3495165927008514,CNRM-ESM2-1,108.94327812402588,EC-Earth3
2074,3.4.3,ssp370,37.949388662570456,1.9744574683547924,CNRM-ESM2-1,98.90761705457466,EC-Earth3,63.854579833689364,7.2846083293160815,CNRM-ESM2-1,166.4091791890286,EC-Earth3
2075,3.4.3,ssp370,54.577579785836065,15.899916173585508,ACCESS-CM2,119.83003645272156,EC-Earth3,55.57168373435652,17.215247833750684,CNRM-ESM2-1,130.97075086756405,EC-Earth3
2076,3.4.3,ssp370,45.624433650613156,14.763581618293632,CNRM-ESM2-1,90.07087059505696,ACCESS-CM2,67.04946519836737,16.77036342170859,CNRM-ESM2-1,99.657125195402,ACCESS-CM2
2077,3.4.3,ssp370,44.53463968137385,3.5299425848599757,CNRM-ESM2-1,113.67211566239703,EC-Earth3,60.190254742206754,5.9389883716397,CNRM-ESM2-1,151.71510529284546,EC-Earth3
2078,3.4.3,ssp370,60.3634239810641,19.262375963491728,CNRM-ESM2-1,92.60886155697972,EC-Earth3,69.60008380241466,13.215536969802994,CNRM-ESM2-1,120.5126804691052,EC-Earth3
2079,3.4.3,ssp370,132.56761407777253,56.79844649465512,CNRM-ESM2-1,183.4205337330575,ACCESS-CM2,124.80978994675371,30.64421424381139,CNRM-ESM2-1,197.82780433834893,EC-Earth3
2080,3.4.3,ssp370,90.53410816781154,23.325827303296464,CNRM-ESM2-1,163.19208093217486,EC-Earth3,93.03912703184726,15.348044914342744,CNRM-ESM2-1,168.19595774462005,EC-Earth3
2081,3.4.3,ssp370,98.73011087924215,28.46364064848391,CNRM-ESM2-1,161.3322243747617,ACCESS-CM2,100.58491213153002,19.456272719257168,CNRM-ESM2-1,144.41836426002874,EC-Earth3
2082,3.4.3,ssp370,76.8114335648022,6.552531557723649,CNRM-ESM2-1,124.75770222686452,EC-Earth3,91.39895339661261,8.179598960253498,CNRM-ESM2-1,176.53017553755345,EC-Earth3
2083,3.4.3,ssp370,95.75143623329029,6.350207259218114,CNRM-ESM2-1,191.54457715929405,EC-Earth3,105.50414398433429,1.6044113242258815,CNRM-ESM2-1,206.53767654779068,EC-Earth3
2084,3.4.3,ssp370,81.2810855410859,18.290379746120596,CNRM-ESM2-1,153.69934321298015,ACCESS-CM2,98.8595311768914,13.16976920956948,CNRM-ESM2-1,148.2070310063034,ACCESS-CM2
2085,3.4.3,ssp370,43.43440464063656,15.120615028339982,CNRM-ESM2-1,73.35268993896972,EC-Earth3,50.05666138359984,13.578312990496883,CNRM-ESM2-1,96.12254460329648,EC-Earth3
2086,3.4.3,ssp370,61.45888689229263,12.331681377874917,CNRM-ESM2-1,115.53575366343944,ACCESS-CM2,65.99514087047037,9.726014922708142,CNRM-ESM2-1,104.48010297107255,ACCESS-CM2
2087,3.4.3,ssp370,67.03826755124491,48.95667866397085,CNRM-ESM2-1,91.29016123804608,ACCESS-CM2,74.58217974672644,39.09899211128954,CNRM-ESM2-1,103.1053946437946,EC-Earth3
2088,3.4.3,ssp370,52.767307677964624,27.588151730297067,ACCESS-CM2,92.49423577781228,EC-Earth3,68.15596095256542,22.75048880187681,ACCESS-CM2,154.369108335077,EC-Earth3
2089,3.4.3,ssp370,79.94561388739275,17.137400759716236,CNRM-ESM2-1,140.3012626357181,EC-Earth3,83.96356935587694,8.282901349907304,CNRM-ESM2-1,160.71597362040697,EC-Earth3
2090,3.4.3,ssp370,50.072537713302246,25.774177559577705,CNRM-ESM2-1,86.60596479634037,EC-Earth3,79.7001695876407,11.30202831676804,CNRM-ESM2-1,137.8771359867721,EC-Earth3
2091,3.4.3,ssp370,53.302885140698116,27.679068668871174,CNRM-ESM2-1,84.9745268169209,ACCESS-CM2,68.4807209511062,30.03501004255431,CNRM-ESM2-1,88.46116932282271,EC-Earth3
2092,3.4.3,ssp370,83.19256420839416,7.068476615670516,CNRM-ESM2-1,158.0363114206423,EC-Earth3,95.78710820082158,2.980162555120011,CNRM-ESM2-1,189.7922122685327,EC-Earth3
2093,3.4.3,ssp370,92.86902999924148,23.249780068510315,CNRM-ESM2-1,171.35677240998356,ACCESS-CM2,106.94547759400594,17.89153385889318,CNRM-ESM2-1,186.92815423262863,ACCESS-CM2
2094,3.4.3,ssp370,92.66490465038474,39.82078556123145,CNRM-ESM2-1,188.70310490603123,EC-Earth3,92.56179506794645,29.20120749914964,CNRM-ESM2-1,211.450475597902,EC-Earth3
2095,3.4.3,ssp370,68.25627790152248,47.01255437778305,CNRM-ESM2-1,79.14232009915443,ACCESS-CM2,67.69162687750547,27.31895211387713,CNRM-ESM2-1,110.4549006356525,EC-Earth3
2096,3.4.3,ssp370,74.16846095256544,28.12529680144797,CNRM-ESM2-1,121.2457015298896,ACCESS-CM2,74.12547116334463,17.57680532244304,CNRM-ESM2-1,109.2937975874838,ACCESS-CM2
2097,3.4.3,ssp370,73.59424216564163,50.52709933244652,CNRM-ESM2-1,115.74692541215973,EC-Earth3,84.18882921868565,28.63459982205693,CNRM-ESM2-1,160.70862224045862,EC-Earth3
2098,3.4.3,ssp370,106.31956894927136,9.9366325309187,CNRM-ESM2-1,179.08932958696462,EC-Earth3,111.72807140131177,12.161808242382609,CNRM-ESM2-1,200.96682956370276,EC-Earth3
2099,3.4.3,ssp370,83.48032367980971,6.941570828917341,CNRM-ESM2-1,145.45352771018338,EC-Earth3,99.1429369327023,11.184788920269394,CNRM-ESM2-1,187.3223863328228,EC-Earth3
2016,3.4.4,ssp370,2.6212369338729755,0.0,EC-Earth3,5.861479877555529,ACCESS-CM2,2.149553864193697,0.7241462651830761,CNRM-ESM2-1,3.780693087612688,ACCESS-CM2
2017,3.4.4,ssp370,5.205194166048961,0.0030780764391827,CNRM-ESM2-1,13.76353328732696,ACCESS-CM2,7.936176331606045,0.0,CNRM-ESM2-1,21.688341683715212,ACCESS-CM2
2018,3.4.4,ssp370,1.5745573354753926,0.5261642567432876,CNRM-ESM2-1,2.681823997776051,ACCESS-CM2,4.239948935404372,0.0594074110045094,CNRM-ESM2-1,8.57589171472268,EC-Earth3
2019,3.4.4,ssp370,3.248560776907786,0.0236871315615029,ACCESS-CM2,8.597860339088262,EC-Earth3,4.077748245276447,1.1611869644944923,CNRM-ESM2-1,8.769802500035784,EC-Earth3
2020,3.4.4,ssp370,2.4618009989569454,0.5298861427028886,CNRM-ESM2-1,4.81689538886083,EC-Earth3,4.023230069571217,0.5840325794081015,ACCESS-CM2,10.312502829001854,EC-Earth3
2021,3.4.4,ssp370,7.026122623638585,0.6075752648124016,ACCESS-CM2,19.561195462637745,EC-Earth3,9.238092590480653,0.9057656615320094,CNRM-ESM2-1,18.617855768134373,EC-Earth3
2022,3.4.4,ssp370,7.1389555956616135,0.0004293400005703,ACCESS-CM2,20.06769097321243,CNRM-ESM2-1,5.537122755213146,0.2038528331004865,ACCESS-CM2,15.714203170442392,CNRM-ESM2-1
2023,3.4.4,ssp370,1.2858683936497484,0.0,CNRM-ESM2-1,2.933304467862584,ACCESS-CM2,11.059014714373413,0.4461105012545725,CNRM-ESM2-1,16.722999182930984,ACCESS-CM2
2024,3.4.4,ssp370,12.439551319577234,0.4787638866118432,ACCESS-CM2,31.268242272147564,EC-Earth3,13.688137379296073,0.7458536635350339,ACCESS-CM2,38.65425417266658,EC-Earth3
2025,3.4.4,ssp370,6.142488209522632,1.7911837055735762,CNRM-ESM2-1,12.361995023184576,ACCESS-CM2,9.405084057736104,0.1224017957701353,CNRM-ESM2-1,18.4400535416431,EC-Earth3
2026,3.4.4,ssp370,7.102619547971623,0.5007065153470082,CNRM-ESM2-1,17.94928662376698,EC-Earth3,15.501067736549258,0.823189973483134,CNRM-ESM2-1,40.85561075697888,EC-Earth3
2027,3.4.4,ssp370,18.094915719508105,0.0,CNRM-ESM2-1,52.71043510715495,EC-Earth3,24.741323889665278,0.0,CNRM-ESM2-1,71.79918460149891,EC-Earth3
2028,3.4.4,ssp370,21.06732625102782,0.0007070722371124,CNRM-ESM2-1,53.12360553602274,ACCESS-CM2,18.87197910132512,0.0,CNRM-ESM2-1,38.87921908858973,ACCESS-CM2
2029,3.4.4,ssp370,2.0705308900262644,1.1376668220019015,EC-Earth3,3.411958669398009,CNRM-ESM2-1,5.100856615795177,0.4057871797659281,ACCESS-CM2,13.212700636369554,EC-Earth3
2030,3.4.4,ssp370,6.175133093024173,0.0770731570946952,CNRM-ESM2-1,18.09494479659717,EC-Earth3,5.892038528182579,0.0,CNRM-ESM2-1,16.527049288784717,EC-Earth3
2031,3.4.4,ssp370,4.948284615101386,2.667933799576654,CNRM-ESM2-1,7.149525329144426,ACCESS-CM2,2.0656165352703435,0.0771094106409752,CNRM-ESM2-1,3.751789109724345,EC-Earth3
2032,3.4.4,ssp370,7.396303047867067,0.1561448145956961,CNRM-ESM2-1,21.86725522897556,EC-Earth3,8.657528597421111,1.150637973312065,ACCESS-CM2,23.01315946927058,EC-Earth3
2033,3.4.4,ssp370,3.333019458928593,0.0,CNRM-ESM2-1,7.551021982457626,ACCESS-CM2,3.09857074524081,0.1295589697622066,CNRM-ESM2-1,6.307110283844774,EC-Earth3
2034,3.4.4,ssp370,1.2675975196263203,0.0189577979763072,ACCESS-CM2,2.1684816569307737,EC-Earth3,3.8502053736480875,2.0780663260578827,EC-Earth3,5.324600732065569,CNRM-ESM2-1
2035,3.4.4,ssp370,3.290362689906995,1.4312644457295214,CNRM-ESM2-1,6.417980711999688,ACCESS-CM2,5.704399610087907,0.3641263418824264,CNRM-ESM2-1,9.789393270450947,ACCESS-CM2
2036,3.4.4,ssp370,1.8675352518866315,0.0045447022375404,CNRM-ESM2-1,4.956239775497637,EC-Earth3,6.740200248774037,0.0380236326342982,CNRM-ESM2-1,18.18896909839067,EC-Earth3
2037,3.4.4,ssp370,30.56430231544539,1.2121774715229074,CNRM-ESM2-1,73.1168898756492,ACCESS-CM2,29.911183942437763,0.5758325729927337,CNRM-ESM2-1,69.16811554623408,ACCESS-CM2
2038,3.4.4,ssp370,3.4652801922058356,0.0133072567682209,CNRM-ESM2-1,9.85355160010133,EC-Earth3,5.7829140173548375,0.0014550202084284,CNRM-ESM2-1,15.904928254733274,EC-Earth3
2039,3.4.4,ssp370,9.977265748258423,0.0,CNRM-ESM2-1,28.71633786389448,EC-Earth3,9.393692699720187,0.0,CNRM-ESM2-1,27.739752642777955,EC-Earth3
2040,3.4.4,ssp370,8.247545243237811,0.0024694289604244,CNRM-ESM2-1,15.902003790862516,EC-Earth3,12.767542283552535,0.0,CNRM-ESM2-1,23.72322098112477,ACCESS-CM2
2041,3.4.4,ssp370,12.909753410543649,0.003027521954836,CNRM-ESM2-1,25.45633373399738,EC-Earth3,17.71966908401542,0.9091275403099572,CNRM-ESM2-1,28.146078691691585,EC-Earth3
2042,3.4.4,ssp370,4.483254310626541,1.3396774626126504,CNRM-ESM2-1,6.627225744985401,EC-Earth3,3.724132194426311,0.6539713615918871,CNRM-ESM2-1,7.287968990576679,ACCESS-CM2
2043,3.4.4,ssp370,20.780650285038835,7.900266672398988,CNRM-ESM2-1,40.1035059908014,EC-Earth3,19.732458406991565,2.5816492679345915,CNRM-ESM2-1,39.1114466312162,EC-Earth3
2044,3.4.4,ssp370,2.573677263468753,0.0,CNRM-ESM2-1,7.663060298279347,ACCESS-CM2,3.0430997528299475,0.1588218967409976,CNRM-ESM2-1,8.008277948755552,ACCESS-CM2
2045,3.4.4,ssp370,5.812380680724725,2.4321066751967786,ACCESS-CM2,7.771635492700822,CNRM-ESM2-1,10.695889282226702,7.809005336343925,ACCESS-CM2,14.5892683711367,EC-Earth3
2046,3.4.4,ssp370,5.907027025060427,0.2708031647396938,CNRM-ESM2-1,17.14188522004753,ACCESS-CM2,9.879825853779474,0.0,CNRM-ESM2-1,28.15483238053177,ACCESS-CM2
2047,3.4.4,ssp370,12.402358581840105,3.448624771006852,CNRM-ESM2-1,23.594544192126392,ACCESS-CM2,12.897837365514876,1.6706751691164183,CNRM-ESM2-1,23.453716038613607,EC-Earth3
2048,3.4.4,ssp370,7.0874732098730915,0.4642239647190224,CNRM-ESM2-1,14.565222045453025,ACCESS-CM2,10.879997598689942,0.0,CNRM-ESM2-1,18.57513617077027,ACCESS-CM2
2049,3.4.4,ssp370,10.083509002462916,2.2625661585453045,CNRM-ESM2-1,18.968326028420325,EC-Earth3,12.02676837113667,1.462354673956478,CNRM-ESM2-1,26.125462107415025,EC-Earth3
2050,3.4.4,ssp370,12.367970881032946,0.3996050646705484,CNRM-ESM2-1,23.8250689095826,EC-Earth3,12.511199149250258,0.2154665536254059,CNRM-ESM2-1,23.69166694139937,EC-Earth3
2051,3.4.4,ssp370,16.998240709885085,2.696643768087847,CNRM-ESM2-1,31.47134168861585,ACCESS-CM2,22.75416152100226,0.7997379497890355,CNRM-ESM2-1,38.16694059720036,EC-Earth3
2052,3.4.4,ssp370,12.463868590863195,1.4910894129398304,CNRM-ESM2-1,28.049834202676163,ACCESS-CM2,11.238246247600294,0.5235791060176381,CNRM-ESM2-1,28.062474004369864,ACCESS-CM2
2053,3.4.4,ssp370,13.817991144407827,3.358419332017065,CNRM-ESM2-1,28.99291385177302,EC-Earth3,19.137478756498712,2.4674399048743063,CNRM-ESM2-1,44.0879326813416,EC-Earth3
2054,3.4.4,ssp370,8.606852640490851,2.49107884316553,ACCESS-CM2,18.50307766434067,EC-Earth3,8.892084282274224,1.2691630788093549,CNRM-ESM2-1,20.044328987511697,EC-Earth3
2055,3.4.4,ssp370,13.561112849845948,8.474945536147253,CNRM-ESM2-1,19.89720414433183,ACCESS-CM2,11.55196229512398,1.662778110921871,CNRM-ESM2-1,23.44018002252534,ACCESS-CM2
2056,3.4.4,ssp370,9.395564782358539,2.575020059181889,CNRM-ESM2-1,15.082816598711322,ACCESS-CM2,12.571431997628807,0.0642806449945865,CNRM-ESM2-1,19.9439063079168,EC-Earth3
2057,3.4.4,ssp370,15.546118602149477,0.0,CNRM-ESM2-1,35.09043472178681,EC-Earth3,15.416797335362626,0.0,CNRM-ESM2-1,36.82573469398696,EC-Earth3
2058,3.4.4,ssp370,9.38986046041605,0.1097591984881168,ACCESS-CM2,27.212028057906146,EC-Earth3,14.503568447883554,0.2630803240476821,CNRM-ESM2-1,40.53758123912991,EC-Earth3
2059,3.4.4,ssp370,4.636395337923968,1.278488092352901,EC-Earth3,10.819657886811571,ACCESS-CM2,11.46326196675183,0.0,CNRM-ESM2-1,32.98542028274006,ACCESS-CM2
2060,3.4.4,ssp370,20.48677054078058,14.744882970656944,CNRM-ESM2-1,23.89227646876447,EC-Earth3,24.150490961747987,16.09583381597163,CNRM-ESM2-1,32.214927038485406,EC-Earth3
2061,3.4.4,ssp370,5.140812360109285,0.6159352657568943,CNRM-ESM2-1,11.420565350386498,EC-Earth3,3.8201281025462523,0.0725267173600051,CNRM-ESM2-1,8.920890084148459,EC-Earth3
2062,3.4.4,ssp370,18.72180949858523,0.6246722256180286,CNRM-ESM2-1,29.520669377459505,ACCESS-CM2,17.424999472810896,0.3070596959469181,CNRM-ESM2-1,28.324307807866997,ACCESS-CM2
2063,3.4.4,ssp370,8.753787966540386,2.635543366592367,ACCESS-CM2,19.92696174565915,EC-Earth3,13.115806969413049,0.1012991578039546,CNRM-ESM2-1,33.51602718603901,EC-Earth3
2064,3.4.4,ssp370,17.999087624654475,7.977350789091145,ACCESS-CM2,32.362250201371715,EC-Earth3,21.699942254208207,4.902752819200597,CNRM-ESM2-1,45.30966759006504,EC-Earth3
2065,3.4.4,ssp370,11.596491213610696,5.544029280391117,CNRM-ESM2-1,16.143159930375514,ACCESS-CM2,16.32061932417616,4.24434034806975,CNRM-ESM2-1,27.472752213304314,ACCESS-CM2
2066,3.4.4,ssp370,7.673452888730168,0.0591956591084092,CNRM-ESM2-1,19.392693701973972,EC-Earth3,9.118384873142029,0.0,CNRM-ESM2-1,21.33386482183104,EC-Earth3
2067,3.4.4,ssp370,12.373178898795215,0.038892548275693,CNRM-ESM2-1,31.68163228278638,EC-Earth3,14.493321558448942,0.0,CNRM-ESM2-1,36.95198560283162,EC-Earth3
2068,3.4.4,ssp370,15.263352914332318,0.0037047782953644,CNRM-ESM2-1,34.37950159894317,ACCESS-CM2,23.530093636246107,0.0,CNRM-ESM2-1,61.35594800963064,ACCESS-CM2
2069,3.4.4,ssp370,37.672748600943756,0.0,CNRM-ESM2-1,102.30054671016109,EC-Earth3,37.06045585688042,0.0,CNRM-ESM2-1,97.03443585695214,EC-Earth3
2070,3.4.4,ssp370,30.782676310667053,0.5993171302071704,CNRM-ESM2-1,69.1627613485298,EC-Earth3,40.02058486381615,1.4570578916229673,CNRM-ESM2-1,85.90866128963329,EC-Earth3
2071,3.4.4,ssp370,38.37788484670849,0.1738956869083651,CNRM-ESM2-1,75.87144028044153,ACCESS-CM2,34.75721399905937,0.0651617788050327,CNRM-ESM2-1,59.47512719370204,ACCESS-CM2
2072,3.4.4,ssp370,11.311577092006127,3.5041171554232178,CNRM-ESM2-1,17.49641901837669,EC-Earth3,15.950241103717778,0.956828274692088,CNRM-ESM2-1,27.34324908848252,EC-Earth3
2073,3.4.4,ssp370,6.2083967148533405,0.0685881677335236,CNRM-ESM2-1,15.221614954593598,EC-Earth3,12.357693934382738,0.0002500213845803,CNRM-ESM2-1,32.571245045905904,EC-Earth3
2074,3.4.4,ssp370,17.61222947020904,0.0,CNRM-ESM2-1,49.83851713751389,EC-Earth3,20.94183022158006,0.0,CNRM-ESM2-1,59.55685335702314,EC-Earth3
2075,3.4.4,ssp370,18.60676848696986,7.752770673097644,CNRM-ESM2-1,38.74664591768396,EC-Earth3,20.70596865169053,6.739594085025211,CNRM-ESM2-1,46.070092907091485,EC-Earth3
2076,3.4.4,ssp370,33.84265030167136,5.548987529225682,CNRM-ESM2-1,85.840482491821,ACCESS-CM2,39.71285570427769,1.9646599317119668,CNRM-ESM2-1,93.42293863783854,ACCESS-CM2
2077,3.4.4,ssp370,19.63602359521143,0.0394149780273461,CNRM-ESM2-1,54.93054825163272,EC-Earth3,24.669705549179955,0.0303701136234053,CNRM-ESM2-1,63.79947970870682,EC-Earth3
2078,3.4.4,ssp370,44.60170278433205,8.779628692404367,CNRM-ESM2-1,68.99694564708003,EC-Earth3,46.04328669712811,3.400477187999068,CNRM-ESM2-1,78.89332065999992,EC-Earth3
2079,3.4.4,ssp370,80.98033689698512,33.55751614535843,CNRM-ESM2-1,118.36434276051848,ACCESS-CM2,76.34661735293406,21.155158695861605,CNRM-ESM2-1,107.98096714437511,EC-Earth3
2080,3.4.4,ssp370,51.51660270969396,6.704869825822739,CNRM-ESM2-1,87.0008836955055,EC-Earth3,53.21010304843168,1.2718756237169735,CNRM-ESM2-1,90.97251802987488,EC-Earth3
2081,3.4.4,ssp370,54.84383220811869,9.590381393989642,CNRM-ESM2-1,112.82432959340854,ACCESS-CM2,51.555581672464655,4.809727823299328,CNRM-ESM2-1,95.4964142291222,ACCESS-CM2
2082,3.4.4,ssp370,39.058412779277006,0.4629806852689042,CNRM-ESM2-1,64.66339497809908,EC-Earth3,39.44319037741442,0.2559577886205667,CNRM-ESM2-1,75.92781049074101,EC-Earth3
2083,3.4.4,ssp370,60.79001843529065,0.8893467032996555,CNRM-ESM2-1,106.63224770204938,EC-Earth3,68.67272650725697,0.2794665037280563,CNRM-ESM2-1,116.72889869857094,EC-Earth3
2084,3.4.4,ssp370,61.00203934644011,6.630135028031712,CNRM-ESM2-1,130.93162836228043,ACCESS-CM2,65.11501914068482,4.177872773330656,CNRM-ESM2-1,130.4519265947558,ACCESS-CM2
2085,3.4.4,ssp370,14.178275768716396,2.4469009622170668,CNRM-ESM2-1,29.47578637338925,ACCESS-CM2,14.460355943369043,2.47522625331468,CNRM-ESM2-1,23.528192985145097,ACCESS-CM2
2086,3.4.4,ssp370,40.70885889280772,6.644902116538911,CNRM-ESM2-1,92.1946403670491,ACCESS-CM2,37.48561734758764,6.531389645764495,CNRM-ESM2-1,80.83386003257641,ACCESS-CM2
2087,3.4.4,ssp370,21.55854853052313,14.872007862843072,CNRM-ESM2-1,28.844042500962534,ACCESS-CM2,23.201307600258275,10.559508519973376,CNRM-ESM2-1,32.23190875645128,ACCESS-CM2
2088,3.4.4,ssp370,20.053074304437065,3.2562817427364337,ACCESS-CM2,42.68245622398253,EC-Earth3,23.12200775517768,3.720636654596316,ACCESS-CM2,58.42497603145009,EC-Earth3
2089,3.4.4,ssp370,42.70495060458993,8.058457846537259,CNRM-ESM2-1,91.6548011389968,EC-Earth3,39.55468771533118,1.10640004847176,CNRM-ESM2-1,89.55298923019141,EC-Earth3
2090,3.4.4,ssp370,22.585235179892077,6.56839941539915,CNRM-ESM2-1,47.12906787064863,EC-Earth3,25.045587982400747,1.871307128015277,CNRM-ESM2-1,40.97632965310693,EC-Earth3
2091,3.4.4,ssp370,29.75092606741751,6.609954666917452,CNRM-ESM2-1,63.02376086381275,ACCESS-CM2,31.4166974441271,5.341968152122865,CNRM-ESM2-1,67.65540938551456,ACCESS-CM2
2092,3.4.4,ssp370,69.08642613023494,0.1069554127045868,CNRM-ESM2-1,127.24657285370176,EC-Earth3,72.17341458582872,0.0640555722870134,CNRM-ESM2-1,138.98147291197492,EC-Earth3
2093,3.4.4,ssp370,43.812961279505146,7.3314881373496945,CNRM-ESM2-1,79.42404158098043,ACCESS-CM2,52.54292993847221,3.632842594341705,CNRM-ESM2-1,103.47931681166668,ACCESS-CM2
2094,3.4.4,ssp370,45.03913055939725,18.338073140165424,ACCESS-CM2,97.0371974081896,EC-Earth3,42.076179188823836,8.061793952440832,CNRM-ESM2-1,107.9003845437608,EC-Earth3
2095,3.4.4,ssp370,28.081684634169477,10.827218115590924,CNRM-ESM2-1,37.31891293490923,EC-Earth3,23.187320414077004,4.04134414561485,CNRM-ESM2-1,35.56556574689244,EC-Earth3
2096,3.4.4,ssp370,37.392644331809365,5.777176972549418,CNRM-ESM2-1,90.30152411913404,ACCESS-CM2,38.90290540709141,3.641943470753072,CNRM-ESM2-1,95.9990345753028,ACCESS-CM2
2097,3.4.4,ssp370,34.921527782728226,18.39425779467978,CNRM-ESM2-1,53.5320391689778,EC-Earth3,36.006431360546735,7.00141565921551,CNRM-ESM2-1,61.43995303411605,EC-Earth3
2098,3.4.4,ssp370,64.46960325589188,0.240320537038104,CNRM-ESM2-1,111.66670851881558,EC-Earth3,58.78591447445061,0.1779330511162822,CNRM-ESM2-1,97.10138411696012,EC-Earth3
2099,3.4.4,ssp370,62.931816639401724,0.7893303752815833,CNRM-ESM2-1,113.93196550355412,EC-Earth3,54.36472339490945,0.5267395465043513,CNRM-ESM2-1,93.92618985141353,EC-Earth3
2016,3.4.5,ssp370,0.2914325714111382,0.0,CNRM-ESM2-1,0.8426775275336513,ACCESS-CM2,1.4579537850839348,0.2511364830864882,EC-Earth3,3.7633165486654168,ACCESS-CM2
2017,3.4.5,ssp370,0.7642474012021766,0.006363355848525,CNRM-ESM2-1,1.4551422500610522,ACCESS-CM2,2.596147175541661,0.328141937255873,CNRM-ESM2-1,4.145080422295504,ACCESS-CM2
2018,3.4.5,ssp370,0.3568054467660475,0.0226329591539188,ACCESS-CM2,1.0110553063286842,EC-Earth3,1.7982194321244054,0.0006411319308812,CNRM-ESM2-1,5.307031622992681,EC-Earth3
2019,3.4.5,ssp370,1.8449469446253108,0.3334570566813187,ACCESS-CM2,2.745701094733377,CNRM-ESM2-1,3.1099688635932488,1.8982507663303343,EC-Earth3,5.245550172593923,CNRM-ESM2-1
2020,3.4.5,ssp370,0.1399521820633536,0.0,ACCESS-CM2,0.3994340642293394,EC-Earth3,0.1976440797028773,0.0009309811062283,ACCESS-CM2,0.5886917707655326,EC-Earth3
2021,3.4.5,ssp370,0.3586048366405441,0.0,ACCESS-CM2,0.562115991380493,EC-Earth3,1.4864425235324668,0.0084536658393016,ACCESS-CM2,2.5640229034424107,EC-Earth3
