Year,Model,Ecoregion,Scenario,WarmSpell3,WarmSpell3_min,WarmSpell3_max
2059,7,3.3.1,ssp585,0,0,0
2060,7,3.3.1,ssp585,0,0,0
2061,7,3.3.1,ssp585,0.057803468,0,1
2062,7,3.3.1,ssp585,0,0,0
2063,7,3.3.1,ssp585,0,0,0
2064,7,3.3.1,ssp585,0,0,0
2065,7,3.3.1,ssp585,0,0,0
2066,7,3.3.1,ssp585,0,0,0
2067,7,3.3.1,ssp585,0,0,0
2068,7,3.3.1,ssp585,0.009633911,0,1
2069,7,3.3.1,ssp585,0.026011561,0,1
2070,7,3.3.1,ssp585,0,0,0
2071,7,3.3.1,ssp585,0,0,0
2072,7,3.3.1,ssp585,0,0,0
2073,7,3.3.1,ssp585,0.086705202,0,1
2074,7,3.3.1,ssp585,0,0,0
2075,7,3.3.1,ssp585,0.005780347,0,2
2076,7,3.3.1,ssp585,0.000963391,0,1
2077,7,3.3.1,ssp585,0,0,0
2078,7,3.3.1,ssp585,0,0,0
2079,7,3.3.1,ssp585,0,0,0
2080,7,3.3.1,ssp585,0,0,0
2081,7,3.3.1,ssp585,0.013487476,0,1
2082,7,3.3.1,ssp585,0,0,0
2083,7,3.3.1,ssp585,0.028901734,0,2
2084,7,3.3.1,ssp585,0,0,0
2085,7,3.3.1,ssp585,0.189788054,0,1
2086,7,3.3.1,ssp585,0,0,0
2087,7,3.3.1,ssp585,0,0,0
2088,7,3.3.1,ssp585,0.224470135,0,2
2089,7,3.3.1,ssp585,0,0,0
2090,7,3.3.1,ssp585,0.648362235,0,3
2091,7,3.3.1,ssp585,0,0,0
2092,7,3.3.1,ssp585,0.114643545,0,1
2093,7,3.3.1,ssp585,0,0,0
2094,7,3.3.1,ssp585,0.191714836,0,3
2095,7,3.3.1,ssp585,0,0,0
2096,7,3.3.1,ssp585,0,0,0
2097,7,3.3.1,ssp585,0.053949904,0,2
2098,7,3.3.1,ssp585,1.302504817,0,5
2099,7,3.3.1,ssp585,0.75433526,0,3
2016,7,3.3.2,ssp585,0,0,0
2017,7,3.3.2,ssp585,0.044678055,0,1
2018,7,3.3.2,ssp585,0,0,0
2019,7,3.3.2,ssp585,0.003942181,0,1
2020,7,3.3.2,ssp585,0.003942181,0,1
2021,7,3.3.2,ssp585,0.011826544,0,2
2022,7,3.3.2,ssp585,0.006570302,0,1
2023,7,3.3.2,ssp585,0,0,0
2024,7,3.3.2,ssp585,0,0,0
2025,7,3.3.2,ssp585,0.00131406,0,1
2026,7,3.3.2,ssp585,0,0,0
2027,7,3.3.2,ssp585,0,0,0
2028,7,3.3.2,ssp585,0.00131406,0,1
2029,7,3.3.2,ssp585,0.023653088,0,1
2030,7,3.3.2,ssp585,0,0,0
2031,7,3.3.2,ssp585,0.007884363,0,1
2032,7,3.3.2,ssp585,0,0,0
2033,7,3.3.2,ssp585,0.007884363,0,2
2034,7,3.3.2,ssp585,0.003942181,0,1
2035,7,3.3.2,ssp585,0,0,0
2036,7,3.3.2,ssp585,0.304862024,0,2
2037,7,3.3.2,ssp585,0,0,0
2038,7,3.3.2,ssp585,0,0,0
2039,7,3.3.2,ssp585,0.599211564,0,5
2040,7,3.3.2,ssp585,0.541392904,0,4
2041,7,3.3.2,ssp585,0.081471748,0,1
2042,7,3.3.2,ssp585,0.045992116,0,1
2043,7,3.3.2,ssp585,0.478318003,0,2
2044,7,3.3.2,ssp585,0.006570302,0,2
2045,7,3.3.2,ssp585,0.019710907,0,1
2046,7,3.3.2,ssp585,0,0,0
2047,7,3.3.2,ssp585,0,0,0
2048,7,3.3.2,ssp585,0.253613666,0,2
2049,7,3.3.2,ssp585,0.027595269,0,2
2050,7,3.3.2,ssp585,0.010512484,0,3
2051,7,3.3.2,ssp585,0.005256242,0,1
2052,7,3.3.2,ssp585,0.157687254,0,2
2053,7,3.3.2,ssp585,0.00131406,0,1
2054,7,3.3.2,ssp585,0.073587385,0,2
2055,7,3.3.2,ssp585,0,0,0
2056,7,3.3.2,ssp585,0.009198423,0,2
2057,7,3.3.2,ssp585,0.02890933,0,1
2058,7,3.3.2,ssp585,0.018396846,0,2
2059,7,3.3.2,ssp585,0.024967148,0,2
2060,7,3.3.2,ssp585,0.122207622,0,1
2061,7,3.3.2,ssp585,0.170827858,0,2
2062,7,3.3.2,ssp585,0.005256242,0,1
2063,7,3.3.2,ssp585,0.099868594,0,2
2064,7,3.3.2,ssp585,0.015768725,0,1
2065,7,3.3.2,ssp585,0,0,0
2066,7,3.3.2,ssp585,0.002628121,0,1
2067,7,3.3.2,ssp585,0.009198423,0,1
2068,7,3.3.2,ssp585,0.003942181,0,1
2069,7,3.3.2,ssp585,0.040735874,0,2
2070,7,3.3.2,ssp585,0.002628121,0,1
2071,7,3.3.2,ssp585,0,0,0
2072,7,3.3.2,ssp585,0.681997372,0,4
2073,7,3.3.2,ssp585,1.285151117,0,7
2074,7,3.3.2,ssp585,0.703022339,0,3
2075,7,3.3.2,ssp585,0.38107753,0,5
2076,7,3.3.2,ssp585,0.261498029,0,3
2077,7,3.3.2,ssp585,1.165571616,0,6
2078,7,3.3.2,ssp585,0,0,0
2079,7,3.3.2,ssp585,0.03022339,0,2
2080,7,3.3.2,ssp585,0.642575558,0,3
2081,7,3.3.2,ssp585,0.197109067,0,3
2082,7,3.3.2,ssp585,0.056504599,0,4
2083,7,3.3.2,ssp585,0.363994744,0,5
2084,7,3.3.2,ssp585,0.055190539,0,3
2085,7,3.3.2,ssp585,1.038107753,0,6
2086,7,3.3.2,ssp585,0.231274639,0,3
2087,7,3.3.2,ssp585,1.018396846,0,4
2088,7,3.3.2,ssp585,1.045992116,0,3
2089,7,3.3.2,ssp585,0.207621551,0,4
2090,7,3.3.2,ssp585,2.580814717,0,5
2091,7,3.3.2,ssp585,0.005256242,0,1
2092,7,3.3.2,ssp585,1.407358739,0,4
2093,7,3.3.2,ssp585,0.344283837,0,5
2094,7,3.3.2,ssp585,1.406044678,0,5
2095,7,3.3.2,ssp585,1.582128778,0,7
2096,7,3.3.2,ssp585,0.014454665,0,2
2097,7,3.3.2,ssp585,1.286465177,0,2
2098,7,3.3.2,ssp585,1.505913272,0,2
2099,7,3.3.2,ssp585,2.090670171,0,5
2016,7,3.4.1,ssp585,0,0,0
2017,7,3.4.1,ssp585,0,0,0
2018,7,3.4.1,ssp585,0,0,0
2019,7,3.4.1,ssp585,0,0,0
2020,7,3.4.1,ssp585,0,0,0
2021,7,3.4.1,ssp585,0,0,0
2022,7,3.4.1,ssp585,0,0,0
2023,7,3.4.1,ssp585,0,0,0
2024,7,3.4.1,ssp585,0,0,0
2025,7,3.4.1,ssp585,0,0,0
2026,7,3.4.1,ssp585,0,0,0
2027,7,3.4.1,ssp585,0,0,0
2028,7,3.4.1,ssp585,0,0,0
2029,7,3.4.1,ssp585,0,0,0
2030,7,3.4.1,ssp585,0,0,0
2031,7,3.4.1,ssp585,0,0,0
2032,7,3.4.1,ssp585,0,0,0
2033,7,3.4.1,ssp585,0,0,0
2034,7,3.4.1,ssp585,0,0,0
2035,7,3.4.1,ssp585,0,0,0
2036,7,3.4.1,ssp585,0,0,0
2037,7,3.4.1,ssp585,0,0,0
2038,7,3.4.1,ssp585,0,0,0
2039,7,3.4.1,ssp585,0,0,0
2040,7,3.4.1,ssp585,0.041794088,0,1
2041,7,3.4.1,ssp585,0,0,0
2042,7,3.4.1,ssp585,0,0,0
2043,7,3.4.1,ssp585,0,0,0
2044,7,3.4.1,ssp585,0,0,0
2045,7,3.4.1,ssp585,0,0,0
2046,7,3.4.1,ssp585,0,0,0
2047,7,3.4.1,ssp585,0,0,0
2048,7,3.4.1,ssp585,0.063200815,0,1
2049,7,3.4.1,ssp585,0,0,0
2050,7,3.4.1,ssp585,0,0,0
2051,7,3.4.1,ssp585,0,0,0
2052,7,3.4.1,ssp585,0,0,0
2053,7,3.4.1,ssp585,0,0,0
2054,7,3.4.1,ssp585,0,0,0
2055,7,3.4.1,ssp585,0,0,0
2056,7,3.4.1,ssp585,0,0,0
2057,7,3.4.1,ssp585,0,0,0
2058,7,3.4.1,ssp585,0,0,0
2059,7,3.4.1,ssp585,0,0,0
2060,7,3.4.1,ssp585,0,0,0
2061,7,3.4.1,ssp585,0,0,0
2062,7,3.4.1,ssp585,0,0,0
2063,7,3.4.1,ssp585,0,0,0
2064,7,3.4.1,ssp585,0,0,0
2065,7,3.4.1,ssp585,0,0,0
2066,7,3.4.1,ssp585,0,0,0
2067,7,3.4.1,ssp585,0.128440367,0,1
2068,7,3.4.1,ssp585,0,0,0
2069,7,3.4.1,ssp585,0,0,0
2070,7,3.4.1,ssp585,0,0,0
2071,7,3.4.1,ssp585,0,0,0
2072,7,3.4.1,ssp585,0,0,0
2073,7,3.4.1,ssp585,0.626911315,0,1
2074,7,3.4.1,ssp585,0.00509684,0,1
2075,7,3.4.1,ssp585,0.209989806,0,2
2076,7,3.4.1,ssp585,0,0,0
2077,7,3.4.1,ssp585,0,0,0
2078,7,3.4.1,ssp585,0,0,0
2079,7,3.4.1,ssp585,0,0,0
2080,7,3.4.1,ssp585,0,0,0
2081,7,3.4.1,ssp585,0,0,0
2082,7,3.4.1,ssp585,0,0,0
2083,7,3.4.1,ssp585,0,0,0
2084,7,3.4.1,ssp585,0,0,0
2085,7,3.4.1,ssp585,0.009174312,0,1
2086,7,3.4.1,ssp585,0,0,0
2087,7,3.4.1,ssp585,0.017329256,0,1
2088,7,3.4.1,ssp585,0.011213048,0,1
2089,7,3.4.1,ssp585,0,0,0
2090,7,3.4.1,ssp585,0.570846075,0,3
2091,7,3.4.1,ssp585,0,0,0
2092,7,3.4.1,ssp585,0,0,0
2093,7,3.4.1,ssp585,0.057084608,0,1
2094,7,3.4.1,ssp585,0.075433231,0,2
2095,7,3.4.1,ssp585,0.001019368,0,1
2096,7,3.4.1,ssp585,0,0,0
2097,7,3.4.1,ssp585,0.163098879,0,2
2098,7,3.4.1,ssp585,0,0,0
2099,7,3.4.1,ssp585,0.026503568,0,1
2016,7,3.4.2,ssp585,0,0,0
2017,7,3.4.2,ssp585,0,0,0
2018,7,3.4.2,ssp585,0,0,0
2019,7,3.4.2,ssp585,0,0,0
2020,7,3.4.2,ssp585,0.194382022,0,1
2021,7,3.4.2,ssp585,0,0,0
2022,7,3.4.2,ssp585,0,0,0
2023,7,3.4.2,ssp585,0,0,0
2024,7,3.4.2,ssp585,0,0,0
2025,7,3.4.2,ssp585,0,0,0
2026,7,3.4.2,ssp585,0,0,0
2027,7,3.4.2,ssp585,0,0,0
2028,7,3.4.2,ssp585,0,0,0
2029,7,3.4.2,ssp585,0,0,0
2030,7,3.4.2,ssp585,0,0,0
2031,7,3.4.2,ssp585,0.006741573,0,1
2032,7,3.4.2,ssp585,0,0,0
2033,7,3.4.2,ssp585,0,0,0
2034,7,3.4.2,ssp585,0.013483146,0,1
2035,7,3.4.2,ssp585,0,0,0
2036,7,3.4.2,ssp585,0,0,0
2037,7,3.4.2,ssp585,0.124719101,0,1
2038,7,3.4.2,ssp585,0,0,0
2039,7,3.4.2,ssp585,0,0,0
2040,7,3.4.2,ssp585,0,0,0
2041,7,3.4.2,ssp585,0,0,0
2042,7,3.4.2,ssp585,0,0,0
2043,7,3.4.2,ssp585,0,0,0
2044,7,3.4.2,ssp585,0,0,0
2045,7,3.4.2,ssp585,0,0,0
2046,7,3.4.2,ssp585,0,0,0
2047,7,3.4.2,ssp585,0.035955056,0,1
2048,7,3.4.2,ssp585,0,0,0
2049,7,3.4.2,ssp585,0,0,0
2050,7,3.4.2,ssp585,0,0,0
2051,7,3.4.2,ssp585,0,0,0
2052,7,3.4.2,ssp585,0,0,0
2053,7,3.4.2,ssp585,0,0,0
2054,7,3.4.2,ssp585,0.057303371,0,2
2055,7,3.4.2,ssp585,0.01011236,0,1
2056,7,3.4.2,ssp585,0,0,0
2057,7,3.4.2,ssp585,0,0,0
2058,7,3.4.2,ssp585,0.014606742,0,1
2059,7,3.4.2,ssp585,0,0,0
2060,7,3.4.2,ssp585,0,0,0
2061,7,3.4.2,ssp585,0.006741573,0,1
2062,7,3.4.2,ssp585,0,0,0
2063,7,3.4.2,ssp585,0,0,0
2064,7,3.4.2,ssp585,0,0,0
2065,7,3.4.2,ssp585,0,0,0
2066,7,3.4.2,ssp585,0,0,0
2067,7,3.4.2,ssp585,0.252808989,0,1
2068,7,3.4.2,ssp585,0,0,0
2069,7,3.4.2,ssp585,0.043820225,0,1
2070,7,3.4.2,ssp585,0,0,0
2071,7,3.4.2,ssp585,0.002247191,0,1
2072,7,3.4.2,ssp585,0.041573034,0,1
2073,7,3.4.2,ssp585,0.011235955,0,2
2074,7,3.4.2,ssp585,0,0,0
2075,7,3.4.2,ssp585,0.070786517,0,1
2076,7,3.4.2,ssp585,0.051685393,0,1
2077,7,3.4.2,ssp585,0,0,0
2078,7,3.4.2,ssp585,0,0,0
2079,7,3.4.2,ssp585,0.540449438,0,2
2080,7,3.4.2,ssp585,0.004494382,0,1
2081,7,3.4.2,ssp585,0.514606742,0,1
2082,7,3.4.2,ssp585,0,0,0
2083,7,3.4.2,ssp585,0.030337079,0,1
2084,7,3.4.2,ssp585,0.084269663,0,1
2085,7,3.4.2,ssp585,0.058426966,0,1
2086,7,3.4.2,ssp585,2.295505618,0,5
2087,7,3.4.2,ssp585,0.062921348,0,1
2088,7,3.4.2,ssp585,0,0,0
2089,7,3.4.2,ssp585,0.282022472,0,4
2090,7,3.4.2,ssp585,0.03258427,0,2
2091,7,3.4.2,ssp585,0.115730337,0,1
2092,7,3.4.2,ssp585,0.03258427,0,1
2093,7,3.4.2,ssp585,0.301123596,0,1
2094,7,3.4.2,ssp585,1.766292135,0,4
2095,7,3.4.2,ssp585,0.096629213,0,3
2096,7,3.4.2,ssp585,0.04494382,0,2
2097,7,3.4.2,ssp585,0.053932584,0,1
2098,7,3.4.2,ssp585,0.082022472,0,1
2099,7,3.4.2,ssp585,0.058426966,0,1
2016,7,3.4.3,ssp585,0.025408348,0,2
2017,7,3.4.3,ssp585,0,0,0
2018,7,3.4.3,ssp585,0.001814882,0,1
2019,7,3.4.3,ssp585,0.001814882,0,1
2020,7,3.4.3,ssp585,0.671506352,0,1
2021,7,3.4.3,ssp585,0,0,0
2022,7,3.4.3,ssp585,0,0,0
2023,7,3.4.3,ssp585,0,0,0
2024,7,3.4.3,ssp585,0,0,0
2025,7,3.4.3,ssp585,0,0,0
2026,7,3.4.3,ssp585,0.001814882,0,1
2027,7,3.4.3,ssp585,0.034482759,0,3
2028,7,3.4.3,ssp585,0,0,0
2029,7,3.4.3,ssp585,0.012704174,0,1
2030,7,3.4.3,ssp585,0,0,0
2031,7,3.4.3,ssp585,0,0,0
2032,7,3.4.3,ssp585,0,0,0
2033,7,3.4.3,ssp585,0.034482759,0,2
2034,7,3.4.3,ssp585,0.2323049,0,2
2035,7,3.4.3,ssp585,0,0,0
2036,7,3.4.3,ssp585,0.003629764,0,1
2037,7,3.4.3,ssp585,0.007259528,0,1
2038,7,3.4.3,ssp585,0,0,0
2039,7,3.4.3,ssp585,0.001814882,0,1
2040,7,3.4.3,ssp585,0,0,0
2041,7,3.4.3,ssp585,0,0,0
2042,7,3.4.3,ssp585,0,0,0
2043,7,3.4.3,ssp585,0.00907441,0,1
2044,7,3.4.3,ssp585,0.025408348,0,1
2045,7,3.4.3,ssp585,0,0,0
2046,7,3.4.3,ssp585,0,0,0
2047,7,3.4.3,ssp585,0.415607985,0,3
2048,7,3.4.3,ssp585,0.121597096,0,2
2049,7,3.4.3,ssp585,0.010889292,0,2
2050,7,3.4.3,ssp585,0,0,0
2051,7,3.4.3,ssp585,0.001814882,0,1
2052,7,3.4.3,ssp585,0.001814882,0,1
2053,7,3.4.3,ssp585,0.007259528,0,1
2054,7,3.4.3,ssp585,0,0,0
2055,7,3.4.3,ssp585,0.023593466,0,1
2056,7,3.4.3,ssp585,0,0,0
2057,7,3.4.3,ssp585,0,0,0
2058,7,3.4.3,ssp585,0.132486388,0,3
2059,7,3.4.3,ssp585,0.038112523,0,3
2060,7,3.4.3,ssp585,0.003629764,0,1
2061,7,3.4.3,ssp585,0.070780399,0,2
2062,7,3.4.3,ssp585,0.029038113,0,1
2063,7,3.4.3,ssp585,0.194192377,0,4
2064,7,3.4.3,ssp585,0,0,0
2065,7,3.4.3,ssp585,0.085299456,0,2
2066,7,3.4.3,ssp585,0.005444646,0,1
2067,7,3.4.3,ssp585,0.475499093,0,2
2068,7,3.4.3,ssp585,0,0,0
2069,7,3.4.3,ssp585,0.283121597,0,2
2070,7,3.4.3,ssp585,0,0,0
2071,7,3.4.3,ssp585,0.003629764,0,1
2072,7,3.4.3,ssp585,0.459165154,0,2
2073,7,3.4.3,ssp585,0.005444646,0,1
2074,7,3.4.3,ssp585,0.01814882,0,2
2075,7,3.4.3,ssp585,0,0,0
2076,7,3.4.3,ssp585,0.462794918,0,6
2077,7,3.4.3,ssp585,0.170598911,0,1
2078,7,3.4.3,ssp585,0.065335753,0,2
2079,7,3.4.3,ssp585,0.468239564,0,4
2080,7,3.4.3,ssp585,0.012704174,0,2
2081,7,3.4.3,ssp585,0.745916515,0,5
2082,7,3.4.3,ssp585,0.003629764,0,1
2083,7,3.4.3,ssp585,0.007259528,0,1
2084,7,3.4.3,ssp585,0.486388385,0,3
2085,7,3.4.3,ssp585,0.007259528,0,1
2086,7,3.4.3,ssp585,3.019963702,0,5
2087,7,3.4.3,ssp585,0.257713249,0,6
2088,7,3.4.3,ssp585,0.822141561,0,4
2089,7,3.4.3,ssp585,0.457350272,0,4
2090,7,3.4.3,ssp585,0.199637024,0,2
2091,7,3.4.3,ssp585,0.411978221,0,6
2092,7,3.4.3,ssp585,0.727767695,0,4
2093,7,3.4.3,ssp585,0.226860254,0,5
2094,7,3.4.3,ssp585,1.159709619,0,7
2095,7,3.4.3,ssp585,0.871143376,0,5
2096,7,3.4.3,ssp585,0.346642468,0,7
2097,7,3.4.3,ssp585,0.029038113,0,3
2098,7,3.4.3,ssp585,0.299455535,0,3
2099,7,3.4.3,ssp585,1.773139746,0,6
2016,7,3.4.4,ssp585,0,0,0
2017,7,3.4.4,ssp585,0,0,0
2018,7,3.4.4,ssp585,0,0,0
2019,7,3.4.4,ssp585,0,0,0
2020,7,3.4.4,ssp585,0.02919708,0,1
2021,7,3.4.4,ssp585,0,0,0
2022,7,3.4.4,ssp585,0,0,0
2023,7,3.4.4,ssp585,0,0,0
2024,7,3.4.4,ssp585,0,0,0
2025,7,3.4.4,ssp585,0,0,0
2026,7,3.4.4,ssp585,0,0,0
2027,7,3.4.4,ssp585,0,0,0
2028,7,3.4.4,ssp585,0,0,0
2029,7,3.4.4,ssp585,0,0,0
2030,7,3.4.4,ssp585,0,0,0
2031,7,3.4.4,ssp585,0,0,0
2032,7,3.4.4,ssp585,0,0,0
2033,7,3.4.4,ssp585,0,0,0
2034,7,3.4.4,ssp585,0,0,0
2035,7,3.4.4,ssp585,0,0,0
2036,7,3.4.4,ssp585,0,0,0
2037,7,3.4.4,ssp585,0,0,0
2038,7,3.4.4,ssp585,0,0,0
2039,7,3.4.4,ssp585,0,0,0
2040,7,3.4.4,ssp585,0,0,0
2041,7,3.4.4,ssp585,0,0,0
2042,7,3.4.4,ssp585,0,0,0
2043,7,3.4.4,ssp585,0,0,0
2044,7,3.4.4,ssp585,0,0,0
2045,7,3.4.4,ssp585,0,0,0
2046,7,3.4.4,ssp585,0,0,0
2047,7,3.4.4,ssp585,0.751824818,0,1
2048,7,3.4.4,ssp585,0,0,0
2049,7,3.4.4,ssp585,0,0,0
2050,7,3.4.4,ssp585,0,0,0
2051,7,3.4.4,ssp585,0,0,0
2052,7,3.4.4,ssp585,0,0,0
2053,7,3.4.4,ssp585,0,0,0
2054,7,3.4.4,ssp585,0,0,0
2055,7,3.4.4,ssp585,0,0,0
2056,7,3.4.4,ssp585,0,0,0
2057,7,3.4.4,ssp585,0,0,0
2058,7,3.4.4,ssp585,0,0,0
2059,7,3.4.4,ssp585,0,0,0
2060,7,3.4.4,ssp585,0,0,0
2061,7,3.4.4,ssp585,0,0,0
2062,7,3.4.4,ssp585,0,0,0
2063,7,3.4.4,ssp585,0.010948905,0,1
2064,7,3.4.4,ssp585,0,0,0
2065,7,3.4.4,ssp585,0,0,0
2066,7,3.4.4,ssp585,0,0,0
2067,7,3.4.4,ssp585,0.237226277,0,1
2068,7,3.4.4,ssp585,0,0,0
2069,7,3.4.4,ssp585,0,0,0
2070,7,3.4.4,ssp585,0,0,0
2071,7,3.4.4,ssp585,0,0,0
2072,7,3.4.4,ssp585,0,0,0
2073,7,3.4.4,ssp585,0,0,0
2074,7,3.4.4,ssp585,0,0,0
2075,7,3.4.4,ssp585,0,0,0
2076,7,3.4.4,ssp585,0,0,0
2077,7,3.4.4,ssp585,0,0,0
2078,7,3.4.4,ssp585,0,0,0
2079,7,3.4.4,ssp585,0.003649635,0,1
2080,7,3.4.4,ssp585,0,0,0
2081,7,3.4.4,ssp585,0.248175182,0,1
2082,7,3.4.4,ssp585,0,0,0
2083,7,3.4.4,ssp585,0,0,0
2084,7,3.4.4,ssp585,0.025547445,0,1
2085,7,3.4.4,ssp585,0,0,0
2086,7,3.4.4,ssp585,2.806569343,0,4
2087,7,3.4.4,ssp585,0,0,0
2088,7,3.4.4,ssp585,0.627737226,0,2
2089,7,3.4.4,ssp585,0,0,0
2090,7,3.4.4,ssp585,0,0,0
2091,7,3.4.4,ssp585,0.025547445,0,1
2092,7,3.4.4,ssp585,0.010948905,0,1
2093,7,3.4.4,ssp585,0.003649635,0,1
2094,7,3.4.4,ssp585,0.770072993,0,2
2095,7,3.4.4,ssp585,0.660583942,0,2
2096,7,3.4.4,ssp585,0,0,0
2097,7,3.4.4,ssp585,0,0,0
2098,7,3.4.4,ssp585,0,0,0
2099,7,3.4.4,ssp585,0.99270073,0,3
2016,7,3.4.5,ssp585,0,0,0
2017,7,3.4.5,ssp585,0,0,0
2018,7,3.4.5,ssp585,0,0,0
2019,7,3.4.5,ssp585,0,0,0
2020,7,3.4.5,ssp585,0,0,0
2021,7,3.4.5,ssp585,0,0,0
2022,7,3.4.5,ssp585,0,0,0
2023,7,3.4.5,ssp585,0,0,0
2024,7,3.4.5,ssp585,0,0,0
2025,7,3.4.5,ssp585,0,0,0
2026,7,3.4.5,ssp585,0,0,0
2027,7,3.4.5,ssp585,0,0,0
2028,7,3.4.5,ssp585,0,0,0
2029,7,3.4.5,ssp585,0,0,0
2030,7,3.4.5,ssp585,0,0,0
2031,7,3.4.5,ssp585,0,0,0
2032,7,3.4.5,ssp585,0,0,0
2033,7,3.4.5,ssp585,0,0,0
2034,7,3.4.5,ssp585,0,0,0
2035,7,3.4.5,ssp585,0,0,0
2036,7,3.4.5,ssp585,0.001388889,0,1
2037,7,3.4.5,ssp585,0,0,0
2038,7,3.4.5,ssp585,0,0,0
2039,7,3.4.5,ssp585,0.002777778,0,1
2040,7,3.4.5,ssp585,0,0,0
2041,7,3.4.5,ssp585,0.031944444,0,1
2042,7,3.4.5,ssp585,0,0,0
2043,7,3.4.5,ssp585,0.048611111,0,1
2044,7,3.4.5,ssp585,0,0,0
2045,7,3.4.5,ssp585,0,0,0
2046,7,3.4.5,ssp585,0,0,0
2047,7,3.4.5,ssp585,0,0,0
2048,7,3.4.5,ssp585,0.051388889,0,1
2049,7,3.4.5,ssp585,0,0,0
2050,7,3.4.5,ssp585,0,0,0
2051,7,3.4.5,ssp585,0.008333333,0,1
2052,7,3.4.5,ssp585,0,0,0
2053,7,3.4.5,ssp585,0,0,0
2054,7,3.4.5,ssp585,0,0,0
2055,7,3.4.5,ssp585,0,0,0
2056,7,3.4.5,ssp585,0,0,0
2057,7,3.4.5,ssp585,0,0,0
2058,7,3.4.5,ssp585,0,0,0
2059,7,3.4.5,ssp585,0,0,0
2060,7,3.4.5,ssp585,0,0,0
2061,7,3.4.5,ssp585,0,0,0
2062,7,3.4.5,ssp585,0,0,0
2063,7,3.4.5,ssp585,0,0,0
2064,7,3.4.5,ssp585,0,0,0
2065,7,3.4.5,ssp585,0,0,0
2066,7,3.4.5,ssp585,0,0,0
2067,7,3.4.5,ssp585,0,0,0
2068,7,3.4.5,ssp585,0,0,0
2069,7,3.4.5,ssp585,0,0,0
2070,7,3.4.5,ssp585,0,0,0
2071,7,3.4.5,ssp585,0,0,0
2072,7,3.4.5,ssp585,0,0,0
2073,7,3.4.5,ssp585,0.701388889,0,1
2074,7,3.4.5,ssp585,0.05,0,2
2075,7,3.4.5,ssp585,0.475,0,3
2076,7,3.4.5,ssp585,0.036111111,0,1
2077,7,3.4.5,ssp585,0.009722222,0,2
2078,7,3.4.5,ssp585,0,0,0
2079,7,3.4.5,ssp585,0,0,0
2080,7,3.4.5,ssp585,0.0625,0,1
2081,7,3.4.5,ssp585,0,0,0
2082,7,3.4.5,ssp585,0,0,0
2083,7,3.4.5,ssp585,0,0,0
2084,7,3.4.5,ssp585,0,0,0
2085,7,3.4.5,ssp585,0.056944444,0,1
2086,7,3.4.5,ssp585,0,0,0
2087,7,3.4.5,ssp585,0.015277778,0,2
2088,7,3.4.5,ssp585,0.275,0,3
2089,7,3.4.5,ssp585,0,0,0
2090,7,3.4.5,ssp585,0.845833333,0,3
2091,7,3.4.5,ssp585,0,0,0
2092,7,3.4.5,ssp585,0.016666667,0,1
2093,7,3.4.5,ssp585,0,0,0
2094,7,3.4.5,ssp585,0.622222222,0,3
2095,7,3.4.5,ssp585,0.323611111,0,3
2096,7,3.4.5,ssp585,0,0,0
2097,7,3.4.5,ssp585,0.465277778,0,2
2098,7,3.4.5,ssp585,0.073611111,0,2
2099,7,3.4.5,ssp585,0.579166667,0,3
2016,7,4.1.1,ssp585,0,0,0
2017,7,4.1.1,ssp585,0,0,0
2018,7,4.1.1,ssp585,0,0,0
2019,7,4.1.1,ssp585,0,0,0
2020,7,4.1.1,ssp585,0,0,0
2021,7,4.1.1,ssp585,0,0,0
2022,7,4.1.1,ssp585,0,0,0
2023,7,4.1.1,ssp585,0,0,0
2024,7,4.1.1,ssp585,0,0,0
2025,7,4.1.1,ssp585,0,0,0
2026,7,4.1.1,ssp585,0,0,0
2027,7,4.1.1,ssp585,0,0,0
2028,7,4.1.1,ssp585,0,0,0
2029,7,4.1.1,ssp585,0,0,0
2030,7,4.1.1,ssp585,0,0,0
2031,7,4.1.1,ssp585,0,0,0
2032,7,4.1.1,ssp585,0,0,0
2033,7,4.1.1,ssp585,0,0,0
2034,7,4.1.1,ssp585,0,0,0
2035,7,4.1.1,ssp585,0,0,0
2036,7,4.1.1,ssp585,0,0,0
2037,7,4.1.1,ssp585,0,0,0
2038,7,4.1.1,ssp585,0,0,0
2039,7,4.1.1,ssp585,0,0,0
2040,7,4.1.1,ssp585,0.115646259,0,1
2041,7,4.1.1,ssp585,0,0,0
2042,7,4.1.1,ssp585,0,0,0
2043,7,4.1.1,ssp585,0,0,0
2044,7,4.1.1,ssp585,0,0,0
2045,7,4.1.1,ssp585,0,0,0
2046,7,4.1.1,ssp585,0,0,0
2047,7,4.1.1,ssp585,0,0,0
2048,7,4.1.1,ssp585,0,0,0
2049,7,4.1.1,ssp585,0,0,0
2050,7,4.1.1,ssp585,0,0,0
2051,7,4.1.1,ssp585,0,0,0
2052,7,4.1.1,ssp585,0,0,0
2053,7,4.1.1,ssp585,0,0,0
2054,7,4.1.1,ssp585,0,0,0
2055,7,4.1.1,ssp585,0,0,0
2056,7,4.1.1,ssp585,0,0,0
2057,7,4.1.1,ssp585,0,0,0
2058,7,4.1.1,ssp585,0,0,0
2059,7,4.1.1,ssp585,0,0,0
2060,7,4.1.1,ssp585,0,0,0
2061,7,4.1.1,ssp585,0,0,0
2062,7,4.1.1,ssp585,0,0,0
